YST,PLOT,DBH,study,tree,clone,space,silvi,SIZE,density,year
7,2311,15.74799952,201301,48,B,L,1,0.0404282,24.73523327,2016
8,2311,15.74799952,201301,48,B,L,1,0.0404282,24.73523327,2017
9,2311,17.01799952,201301,48,B,L,1,0.0404282,24.73523327,2018
7,2311,14.22399976,201301,49,B,L,1,0.0404282,24.73523327,2016
8,2311,16.25600024,201301,49,B,L,1,0.0404282,24.73523327,2017
9,2311,17.52600024,201301,49,B,L,1,0.0404282,24.73523327,2018
7,2311,13.97,201301,50,B,L,1,0.0404282,24.73523327,2016
8,2311,15.24,201301,50,B,L,1,0.0404282,24.73523327,2017
9,2311,15.74799952,201301,50,B,L,1,0.0404282,24.73523327,2018
7,2311,14.98600024,201301,51,B,L,1,0.0404282,24.73523327,2016
8,2311,17.01799952,201301,51,B,L,1,0.0404282,24.73523327,2017
9,2311,17.78,201301,51,B,L,1,0.0404282,24.73523327,2018
7,2311,16.00200048,201301,52,B,L,1,0.0404282,24.73523327,2016
8,2311,17.52600024,201301,52,B,L,1,0.0404282,24.73523327,2017
9,2311,18.54200048,201301,52,B,L,1,0.0404282,24.73523327,2018
7,2311,16.76399976,201301,57,B,L,1,0.0404282,24.73523327,2016
8,2311,18.03399976,201301,57,B,L,1,0.0404282,24.73523327,2017
9,2311,25.14599903,201301,57,B,L,1,0.0404282,24.73523327,2018
7,2311,18.79600024,201301,58,B,L,1,0.0404282,24.73523327,2016
8,2311,21.84400097,201301,58,B,L,1,0.0404282,24.73523327,2017
9,2311,24.13,201301,58,B,L,1,0.0404282,24.73523327,2018
7,2311,20.32,201301,59,B,L,1,0.0404282,24.73523327,2016
8,2311,23.11400097,201301,59,B,L,1,0.0404282,24.73523327,2017
9,2311,25.14599903,201301,59,B,L,1,0.0404282,24.73523327,2018
7,2311,19.30399976,201301,60,B,L,1,0.0404282,24.73523327,2016
8,2311,21.08200048,201301,60,B,L,1,0.0404282,24.73523327,2017
9,2311,22.35200048,201301,60,B,L,1,0.0404282,24.73523327,2018
7,2311,19.81200048,201301,61,B,L,1,0.0404282,24.73523327,2016
8,2311,22.60599903,201301,61,B,L,1,0.0404282,24.73523327,2017
9,2311,24.13,201301,61,B,L,1,0.0404282,24.73523327,2018
7,2331,10.92200048,201301,21,B,H,1,0.0134761,74.20569703,2016
8,2331,11.17600024,201301,21,B,H,1,0.0134761,74.20569703,2017
9,2331,11.43,201301,21,B,H,1,0.0134761,74.20569703,2018
7,2331,13.46200048,201301,22,B,H,1,0.0134761,74.20569703,2016
8,2331,14.73200048,201301,22,B,H,1,0.0134761,74.20569703,2017
9,2331,16.25600024,201301,22,B,H,1,0.0134761,74.20569703,2018
7,2331,11.93799952,201301,23,B,H,1,0.0134761,74.20569703,2016
8,2331,12.7,201301,23,B,H,1,0.0134761,74.20569703,2017
9,2331,13.97,201301,23,B,H,1,0.0134761,74.20569703,2018
7,2331,14.73200048,201301,24,B,H,1,0.0134761,74.20569703,2016
8,2331,16.51,201301,24,B,H,1,0.0134761,74.20569703,2017
9,2331,17.78,201301,24,B,H,1,0.0134761,74.20569703,2018
7,2331,14.47799952,201301,25,B,H,1,0.0134761,74.20569703,2016
8,2331,16.00200048,201301,25,B,H,1,0.0134761,74.20569703,2017
9,2331,17.27200048,201301,25,B,H,1,0.0134761,74.20569703,2018
7,2331,13.71600024,201301,30,B,H,1,0.0134761,74.20569703,2016
8,2331,16.51,201301,30,B,H,1,0.0134761,74.20569703,2017
9,2331,16.00200048,201301,30,B,H,1,0.0134761,74.20569703,2018
7,2331,15.24,201301,31,B,H,1,0.0134761,74.20569703,2016
8,2331,16.76399976,201301,31,B,H,1,0.0134761,74.20569703,2017
9,2331,17.78,201301,31,B,H,1,0.0134761,74.20569703,2018
7,2331,11.17600024,201301,32,B,H,1,0.0134761,74.20569703,2016
8,2331,11.17600024,201301,32,B,H,1,0.0134761,74.20569703,2017
9,2331,12.19200048,201301,32,B,H,1,0.0134761,74.20569703,2018
7,2331,13.46200048,201301,33,B,H,1,0.0134761,74.20569703,2016
8,2331,15.24,201301,33,B,H,1,0.0134761,74.20569703,2017
9,2331,16.25600024,201301,33,B,H,1,0.0134761,74.20569703,2018
7,2331,13.97,201301,34,B,H,1,0.0134761,74.20569703,2016
8,2331,14.73200048,201301,34,B,H,1,0.0134761,74.20569703,2017
9,2331,14.73200048,201301,34,B,H,1,0.0134761,74.20569703,2018
7,2331,16.25600024,201301,39,B,H,1,0.0134761,74.20569703,2016
8,2331,18.54200048,201301,39,B,H,1,0.0134761,74.20569703,2017
9,2331,20.06600024,201301,39,B,H,1,0.0134761,74.20569703,2018
7,2331,12.7,201301,41,B,H,1,0.0134761,74.20569703,2016
8,2331,13.46200048,201301,41,B,H,1,0.0134761,74.20569703,2017
9,2331,12.95399976,201301,41,B,H,1,0.0134761,74.20569703,2018
7,2331,12.7,201301,42,B,H,1,0.0134761,74.20569703,2016
8,2331,14.73200048,201301,42,B,H,1,0.0134761,74.20569703,2017
9,2331,15.24,201301,42,B,H,1,0.0134761,74.20569703,2018
7,2331,13.46200048,201301,43,B,H,1,0.0134761,74.20569703,2016
8,2331,14.98600024,201301,43,B,H,1,0.0134761,74.20569703,2017
9,2331,16.51,201301,43,B,H,1,0.0134761,74.20569703,2018
7,2331,13.97,201301,48,B,H,1,0.0134761,74.20569703,2016
8,2331,14.73200048,201301,48,B,H,1,0.0134761,74.20569703,2017
9,2331,15.49399976,201301,48,B,H,1,0.0134761,74.20569703,2018
7,2331,15.49399976,201301,49,B,H,1,0.0134761,74.20569703,2016
8,2331,17.27200048,201301,49,B,H,1,0.0134761,74.20569703,2017
9,2331,18.54200048,201301,49,B,H,1,0.0134761,74.20569703,2018
7,2331,14.73200048,201301,50,B,H,1,0.0134761,74.20569703,2016
8,2331,16.25600024,201301,50,B,H,1,0.0134761,74.20569703,2017
9,2331,17.27200048,201301,50,B,H,1,0.0134761,74.20569703,2018
7,2331,12.44600024,201301,51,B,H,1,0.0134761,74.20569703,2016
8,2331,12.7,201301,51,B,H,1,0.0134761,74.20569703,2017
9,2331,12.95399976,201301,51,B,H,1,0.0134761,74.20569703,2018
7,2331,13.20799952,201301,52,B,H,1,0.0134761,74.20569703,2016
8,2331,14.98600024,201301,52,B,H,1,0.0134761,74.20569703,2017
9,2331,16.51,201301,52,B,H,1,0.0134761,74.20569703,2018
7,2331,13.20799952,201301,57,B,H,1,0.0134761,74.20569703,2016
8,2331,13.71600024,201301,57,B,H,1,0.0134761,74.20569703,2017
9,2331,12.19200048,201301,57,B,H,1,0.0134761,74.20569703,2018
7,2331,15.49399976,201301,58,B,H,1,0.0134761,74.20569703,2016
8,2331,17.27200048,201301,58,B,H,1,0.0134761,74.20569703,2017
9,2331,18.54200048,201301,58,B,H,1,0.0134761,74.20569703,2018
7,2331,17.27200048,201301,59,B,H,1,0.0134761,74.20569703,2016
8,2331,19.30399976,201301,59,B,H,1,0.0134761,74.20569703,2017
9,2331,21.33599903,201301,59,B,H,1,0.0134761,74.20569703,2018
7,2331,12.95399976,201301,60,B,H,1,0.0134761,74.20569703,2016
8,2331,13.71600024,201301,60,B,H,1,0.0134761,74.20569703,2017
9,2331,14.22399976,201301,60,B,H,1,0.0134761,74.20569703,2018
7,2331,17.27200048,201301,61,B,H,1,0.0134761,74.20569703,2016
8,2331,19.05,201301,61,B,H,1,0.0134761,74.20569703,2017
9,2331,20.82799952,201301,61,B,H,1,0.0134761,74.20569703,2018
7,2411,20.57400097,201301,21,C,L,1,0.0404282,24.73523327,2016
8,2411,23.11400097,201301,21,C,L,1,0.0404282,24.73523327,2017
9,2411,24.89200048,201301,21,C,L,1,0.0404282,24.73523327,2018
7,2411,16.51,201301,22,C,L,1,0.0404282,24.73523327,2016
8,2411,18.28799952,201301,22,C,L,1,0.0404282,24.73523327,2017
9,2411,19.55799952,201301,22,C,L,1,0.0404282,24.73523327,2018
7,2411,19.05,201301,23,C,L,1,0.0404282,24.73523327,2016
8,2411,21.59,201301,23,C,L,1,0.0404282,24.73523327,2017
9,2411,23.62200048,201301,23,C,L,1,0.0404282,24.73523327,2018
7,2411,16.51,201301,24,C,L,1,0.0404282,24.73523327,2016
8,2411,18.79600024,201301,24,C,L,1,0.0404282,24.73523327,2017
9,2411,20.32,201301,24,C,L,1,0.0404282,24.73523327,2018
7,2411,18.28799952,201301,25,C,L,1,0.0404282,24.73523327,2016
8,2411,20.32,201301,25,C,L,1,0.0404282,24.73523327,2017
9,2411,22.09799952,201301,25,C,L,1,0.0404282,24.73523327,2018
7,2411,17.27200048,201301,30,C,L,1,0.0404282,24.73523327,2016
8,2411,18.79600024,201301,30,C,L,1,0.0404282,24.73523327,2017
9,2411,20.57400097,201301,30,C,L,1,0.0404282,24.73523327,2018
7,2411,21.08200048,201301,31,C,L,1,0.0404282,24.73523327,2016
8,2411,24.13,201301,31,C,L,1,0.0404282,24.73523327,2017
9,2411,27.17799952,201301,31,C,L,1,0.0404282,24.73523327,2018
7,2411,18.54200048,201301,32,C,L,1,0.0404282,24.73523327,2016
8,2411,21.33599903,201301,32,C,L,1,0.0404282,24.73523327,2017
9,2411,22.86,201301,32,C,L,1,0.0404282,24.73523327,2018
7,2411,16.76399976,201301,33,C,L,1,0.0404282,24.73523327,2016
8,2411,19.55799952,201301,33,C,L,1,0.0404282,24.73523327,2017
9,2411,21.08200048,201301,33,C,L,1,0.0404282,24.73523327,2018
7,2411,16.51,201301,34,C,L,1,0.0404282,24.73523327,2016
8,2411,18.79600024,201301,34,C,L,1,0.0404282,24.73523327,2017
9,2411,21.84400097,201301,34,C,L,1,0.0404282,24.73523327,2018
7,2411,17.27200048,201301,39,C,L,1,0.0404282,24.73523327,2016
8,2411,19.81200048,201301,39,C,L,1,0.0404282,24.73523327,2017
9,2411,22.35200048,201301,39,C,L,1,0.0404282,24.73523327,2018
7,2411,15.74799952,201301,40,C,L,1,0.0404282,24.73523327,2016
8,2411,17.52600024,201301,40,C,L,1,0.0404282,24.73523327,2017
9,2411,19.05,201301,40,C,L,1,0.0404282,24.73523327,2018
7,2411,15.49399976,201301,41,C,L,1,0.0404282,24.73523327,2016
8,2411,16.51,201301,41,C,L,1,0.0404282,24.73523327,2017
9,2411,18.54200048,201301,41,C,L,1,0.0404282,24.73523327,2018
7,2411,17.78,201301,42,C,L,1,0.0404282,24.73523327,2016
8,2411,20.57400097,201301,42,C,L,1,0.0404282,24.73523327,2017
9,2411,22.35200048,201301,42,C,L,1,0.0404282,24.73523327,2018
7,2411,18.79600024,201301,43,C,L,1,0.0404282,24.73523327,2016
8,2411,21.84400097,201301,43,C,L,1,0.0404282,24.73523327,2017
9,2411,24.13,201301,43,C,L,1,0.0404282,24.73523327,2018
7,2411,20.06600024,201301,48,C,L,1,0.0404282,24.73523327,2016
8,2411,22.86,201301,48,C,L,1,0.0404282,24.73523327,2017
9,2411,25.4,201301,48,C,L,1,0.0404282,24.73523327,2018
7,2411,15.24,201301,49,C,L,1,0.0404282,24.73523327,2016
8,2411,17.78,201301,49,C,L,1,0.0404282,24.73523327,2017
9,2411,19.81200048,201301,49,C,L,1,0.0404282,24.73523327,2018
7,2411,19.81200048,201301,50,C,L,1,0.0404282,24.73523327,2016
8,2411,22.35200048,201301,50,C,L,1,0.0404282,24.73523327,2017
9,2411,25.14599903,201301,50,C,L,1,0.0404282,24.73523327,2018
7,2411,19.55799952,201301,51,C,L,1,0.0404282,24.73523327,2016
8,2411,21.84400097,201301,51,C,L,1,0.0404282,24.73523327,2017
9,2411,24.89200048,201301,51,C,L,1,0.0404282,24.73523327,2018
7,2411,19.30399976,201301,52,C,L,1,0.0404282,24.73523327,2016
8,2411,21.59,201301,52,C,L,1,0.0404282,24.73523327,2017
9,2411,24.38400097,201301,52,C,L,1,0.0404282,24.73523327,2018
7,2411,20.32,201301,57,C,L,1,0.0404282,24.73523327,2016
8,2411,22.60599903,201301,57,C,L,1,0.0404282,24.73523327,2017
9,2411,25.14599903,201301,57,C,L,1,0.0404282,24.73523327,2018
7,2411,19.55799952,201301,58,C,L,1,0.0404282,24.73523327,2016
8,2411,22.09799952,201301,58,C,L,1,0.0404282,24.73523327,2017
9,2411,24.13,201301,58,C,L,1,0.0404282,24.73523327,2018
7,2411,17.01799952,201301,59,C,L,1,0.0404282,24.73523327,2016
8,2411,19.30399976,201301,59,C,L,1,0.0404282,24.73523327,2017
9,2411,20.82799952,201301,59,C,L,1,0.0404282,24.73523327,2018
7,2411,19.55799952,201301,60,C,L,1,0.0404282,24.73523327,2016
8,2411,22.60599903,201301,60,C,L,1,0.0404282,24.73523327,2017
9,2411,24.38400097,201301,60,C,L,1,0.0404282,24.73523327,2018
7,2411,20.57400097,201301,61,C,L,1,0.0404282,24.73523327,2016
8,2411,22.60599903,201301,61,C,L,1,0.0404282,24.73523327,2017
9,2411,25.14599903,201301,61,C,L,1,0.0404282,24.73523327,2018
7,2431,15.24,201301,21,C,H,1,0.0134761,74.20569703,2016
8,2431,16.76399976,201301,21,C,H,1,0.0134761,74.20569703,2017
9,2431,17.78,201301,21,C,H,1,0.0134761,74.20569703,2018
7,2431,11.68399976,201301,22,C,H,1,0.0134761,74.20569703,2016
8,2431,12.7,201301,22,C,H,1,0.0134761,74.20569703,2017
9,2431,13.46200048,201301,22,C,H,1,0.0134761,74.20569703,2018
7,2431,12.95399976,201301,23,C,H,1,0.0134761,74.20569703,2016
8,2431,14.22399976,201301,23,C,H,1,0.0134761,74.20569703,2017
9,2431,15.24,201301,23,C,H,1,0.0134761,74.20569703,2018
7,2431,15.74799952,201301,24,C,H,1,0.0134761,74.20569703,2016
8,2431,17.52600024,201301,24,C,H,1,0.0134761,74.20569703,2017
9,2431,19.81200048,201301,24,C,H,1,0.0134761,74.20569703,2018
7,2431,12.7,201301,25,C,H,1,0.0134761,74.20569703,2016
8,2431,14.47799952,201301,25,C,H,1,0.0134761,74.20569703,2017
9,2431,15.24,201301,25,C,H,1,0.0134761,74.20569703,2018
7,2431,13.97,201301,30,C,H,1,0.0134761,74.20569703,2016
8,2431,15.49399976,201301,30,C,H,1,0.0134761,74.20569703,2017
9,2431,17.01799952,201301,30,C,H,1,0.0134761,74.20569703,2018
7,2431,12.95399976,201301,31,C,H,1,0.0134761,74.20569703,2016
8,2431,14.22399976,201301,31,C,H,1,0.0134761,74.20569703,2017
9,2431,15.24,201301,31,C,H,1,0.0134761,74.20569703,2018
7,2431,13.20799952,201301,32,C,H,1,0.0134761,74.20569703,2016
8,2431,13.97,201301,32,C,H,1,0.0134761,74.20569703,2017
9,2431,14.73200048,201301,32,C,H,1,0.0134761,74.20569703,2018
7,2431,16.00200048,201301,33,C,H,1,0.0134761,74.20569703,2016
8,2431,17.78,201301,33,C,H,1,0.0134761,74.20569703,2017
9,2431,19.30399976,201301,33,C,H,1,0.0134761,74.20569703,2018
7,2431,16.76399976,201301,39,C,H,1,0.0134761,74.20569703,2016
8,2431,18.54200048,201301,39,C,H,1,0.0134761,74.20569703,2017
9,2431,19.81200048,201301,39,C,H,1,0.0134761,74.20569703,2018
7,2431,12.19200048,201301,40,C,H,1,0.0134761,74.20569703,2016
8,2431,12.95399976,201301,40,C,H,1,0.0134761,74.20569703,2017
9,2431,13.97,201301,40,C,H,1,0.0134761,74.20569703,2018
7,2431,17.27200048,201301,41,C,H,1,0.0134761,74.20569703,2016
8,2431,19.05,201301,41,C,H,1,0.0134761,74.20569703,2017
9,2431,20.32,201301,41,C,H,1,0.0134761,74.20569703,2018
7,2431,13.97,201301,42,C,H,1,0.0134761,74.20569703,2016
8,2431,15.24,201301,42,C,H,1,0.0134761,74.20569703,2017
9,2431,16.00200048,201301,42,C,H,1,0.0134761,74.20569703,2018
7,2431,9.906000242,201301,43,C,H,1,0.0134761,74.20569703,2016
8,2431,10.41399976,201301,43,C,H,1,0.0134761,74.20569703,2017
9,2431,11.17600024,201301,43,C,H,1,0.0134761,74.20569703,2018
7,2431,14.47799952,201301,48,C,H,1,0.0134761,74.20569703,2016
8,2431,15.74799952,201301,48,C,H,1,0.0134761,74.20569703,2017
9,2431,17.01799952,201301,48,C,H,1,0.0134761,74.20569703,2018
7,2431,16.51,201301,49,C,H,1,0.0134761,74.20569703,2016
8,2431,17.78,201301,49,C,H,1,0.0134761,74.20569703,2017
9,2431,19.05,201301,49,C,H,1,0.0134761,74.20569703,2018
7,2431,15.49399976,201301,50,C,H,1,0.0134761,74.20569703,2016
8,2431,17.01799952,201301,50,C,H,1,0.0134761,74.20569703,2017
9,2431,18.03399976,201301,50,C,H,1,0.0134761,74.20569703,2018
7,2431,11.68399976,201301,51,C,H,1,0.0134761,74.20569703,2016
8,2431,12.7,201301,51,C,H,1,0.0134761,74.20569703,2017
9,2431,13.20799952,201301,51,C,H,1,0.0134761,74.20569703,2018
7,2431,12.95399976,201301,52,C,H,1,0.0134761,74.20569703,2016
8,2431,14.47799952,201301,52,C,H,1,0.0134761,74.20569703,2017
9,2431,15.74799952,201301,52,C,H,1,0.0134761,74.20569703,2018
7,2431,15.49399976,201301,57,C,H,1,0.0134761,74.20569703,2016
8,2431,17.01799952,201301,57,C,H,1,0.0134761,74.20569703,2017
9,2431,18.28799952,201301,57,C,H,1,0.0134761,74.20569703,2018
7,2431,15.74799952,201301,58,C,H,1,0.0134761,74.20569703,2016
8,2431,17.27200048,201301,58,C,H,1,0.0134761,74.20569703,2017
9,2431,18.28799952,201301,58,C,H,1,0.0134761,74.20569703,2018
7,2431,13.20799952,201301,59,C,H,1,0.0134761,74.20569703,2016
8,2431,14.47799952,201301,59,C,H,1,0.0134761,74.20569703,2017
9,2431,15.24,201301,59,C,H,1,0.0134761,74.20569703,2018
7,2431,11.68399976,201301,60,C,H,1,0.0134761,74.20569703,2016
8,2431,12.7,201301,60,C,H,1,0.0134761,74.20569703,2017
9,2431,13.71600024,201301,60,C,H,1,0.0134761,74.20569703,2018
7,2431,15.24,201301,61,C,H,1,0.0134761,74.20569703,2016
8,2431,17.01799952,201301,61,C,H,1,0.0134761,74.20569703,2017
9,2431,18.28799952,201301,61,C,H,1,0.0134761,74.20569703,2018
7,2611,16.51,201301,21,O,L,1,0.0404282,24.73523327,2016
8,2611,18.28799952,201301,21,O,L,1,0.0404282,24.73523327,2017
9,2611,20.32,201301,21,O,L,1,0.0404282,24.73523327,2018
7,2611,15.74799952,201301,22,O,L,1,0.0404282,24.73523327,2016
8,2611,18.54200048,201301,22,O,L,1,0.0404282,24.73523327,2017
9,2611,20.82799952,201301,22,O,L,1,0.0404282,24.73523327,2018
7,2611,21.59,201301,23,O,L,1,0.0404282,24.73523327,2016
8,2611,24.63799952,201301,23,O,L,1,0.0404282,24.73523327,2017
9,2611,27.43200048,201301,23,O,L,1,0.0404282,24.73523327,2018
7,2611,17.78,201301,24,O,L,1,0.0404282,24.73523327,2016
8,2611,20.06600024,201301,24,O,L,1,0.0404282,24.73523327,2017
9,2611,22.09799952,201301,24,O,L,1,0.0404282,24.73523327,2018
7,2611,19.05,201301,25,O,L,1,0.0404282,24.73523327,2016
8,2611,21.59,201301,25,O,L,1,0.0404282,24.73523327,2017
9,2611,24.38400097,201301,25,O,L,1,0.0404282,24.73523327,2018
7,2611,15.24,201301,30,O,L,1,0.0404282,24.73523327,2016
8,2611,17.52600024,201301,30,O,L,1,0.0404282,24.73523327,2017
9,2611,19.30399976,201301,30,O,L,1,0.0404282,24.73523327,2018
7,2611,12.95399976,201301,31,O,L,1,0.0404282,24.73523327,2016
8,2611,14.47799952,201301,31,O,L,1,0.0404282,24.73523327,2017
9,2611,17.01799952,201301,31,O,L,1,0.0404282,24.73523327,2018
7,2611,17.78,201301,32,O,L,1,0.0404282,24.73523327,2016
8,2611,20.06600024,201301,32,O,L,1,0.0404282,24.73523327,2017
9,2611,21.08200048,201301,32,O,L,1,0.0404282,24.73523327,2018
7,2611,12.44600024,201301,33,O,L,1,0.0404282,24.73523327,2016
8,2611,14.22399976,201301,33,O,L,1,0.0404282,24.73523327,2017
9,2611,17.27200048,201301,33,O,L,1,0.0404282,24.73523327,2018
7,2611,18.54200048,201301,34,O,L,1,0.0404282,24.73523327,2016
8,2611,20.57400097,201301,34,O,L,1,0.0404282,24.73523327,2017
9,2611,23.36799952,201301,34,O,L,1,0.0404282,24.73523327,2018
7,2611,18.28799952,201301,39,O,L,1,0.0404282,24.73523327,2016
8,2611,21.08200048,201301,39,O,L,1,0.0404282,24.73523327,2017
9,2611,23.62200048,201301,39,O,L,1,0.0404282,24.73523327,2018
7,2611,19.05,201301,40,O,L,1,0.0404282,24.73523327,2016
8,2611,24.38400097,201301,40,O,L,1,0.0404282,24.73523327,2017
9,2611,27.17799952,201301,40,O,L,1,0.0404282,24.73523327,2018
7,2611,17.78,201301,41,O,L,1,0.0404282,24.73523327,2016
8,2611,21.08200048,201301,41,O,L,1,0.0404282,24.73523327,2017
9,2611,23.62200048,201301,41,O,L,1,0.0404282,24.73523327,2018
7,2611,15.49399976,201301,42,O,L,1,0.0404282,24.73523327,2016
8,2611,18.28799952,201301,42,O,L,1,0.0404282,24.73523327,2017
9,2611,21.08200048,201301,42,O,L,1,0.0404282,24.73523327,2018
7,2611,14.98600024,201301,43,O,L,1,0.0404282,24.73523327,2016
8,2611,20.06600024,201301,43,O,L,1,0.0404282,24.73523327,2017
9,2611,22.60599903,201301,43,O,L,1,0.0404282,24.73523327,2018
7,2611,20.32,201301,48,O,L,1,0.0404282,24.73523327,2016
8,2611,23.11400097,201301,48,O,L,1,0.0404282,24.73523327,2017
9,2611,25.90799952,201301,48,O,L,1,0.0404282,24.73523327,2018
7,2611,19.55799952,201301,49,O,L,1,0.0404282,24.73523327,2016
8,2611,22.09799952,201301,49,O,L,1,0.0404282,24.73523327,2017
9,2611,24.63799952,201301,49,O,L,1,0.0404282,24.73523327,2018
7,2611,16.76399976,201301,50,O,L,1,0.0404282,24.73523327,2016
8,2611,18.79600024,201301,50,O,L,1,0.0404282,24.73523327,2017
9,2611,20.57400097,201301,50,O,L,1,0.0404282,24.73523327,2018
7,2611,12.44600024,201301,52,O,L,1,0.0404282,24.73523327,2016
8,2611,13.97,201301,52,O,L,1,0.0404282,24.73523327,2017
9,2611,16.51,201301,52,O,L,1,0.0404282,24.73523327,2018
7,2611,17.78,201301,57,O,L,1,0.0404282,24.73523327,2016
8,2611,20.06600024,201301,57,O,L,1,0.0404282,24.73523327,2017
9,2611,21.84400097,201301,57,O,L,1,0.0404282,24.73523327,2018
7,2611,22.09799952,201301,58,O,L,1,0.0404282,24.73523327,2016
8,2611,24.38400097,201301,58,O,L,1,0.0404282,24.73523327,2017
9,2611,26.67,201301,58,O,L,1,0.0404282,24.73523327,2018
7,2611,16.51,201301,59,O,L,1,0.0404282,24.73523327,2016
8,2611,21.59,201301,59,O,L,1,0.0404282,24.73523327,2017
9,2611,23.36799952,201301,59,O,L,1,0.0404282,24.73523327,2018
7,2611,19.30399976,201301,60,O,L,1,0.0404282,24.73523327,2016
8,2611,22.60599903,201301,60,O,L,1,0.0404282,24.73523327,2017
9,2611,25.14599903,201301,60,O,L,1,0.0404282,24.73523327,2018
7,2631,18.03399976,201301,21,O,H,1,0.0134761,74.20569703,2016
8,2631,19.81200048,201301,21,O,H,1,0.0134761,74.20569703,2017
9,2631,22.09799952,201301,21,O,H,1,0.0134761,74.20569703,2018
7,2631,8.128000121,201301,22,O,H,1,0.0134761,74.20569703,2016
8,2631,8.89,201301,22,O,H,1,0.0134761,74.20569703,2017
9,2631,9.398000121,201301,22,O,H,1,0.0134761,74.20569703,2018
7,2631,17.01799952,201301,23,O,H,1,0.0134761,74.20569703,2016
8,2631,19.05,201301,23,O,H,1,0.0134761,74.20569703,2017
9,2631,21.08200048,201301,23,O,H,1,0.0134761,74.20569703,2018
7,2631,12.44600024,201301,24,O,H,1,0.0134761,74.20569703,2016
8,2631,13.71600024,201301,24,O,H,1,0.0134761,74.20569703,2017
9,2631,14.22399976,201301,24,O,H,1,0.0134761,74.20569703,2018
7,2631,17.78,201301,25,O,H,1,0.0134761,74.20569703,2016
8,2631,19.81200048,201301,25,O,H,1,0.0134761,74.20569703,2017
9,2631,22.09799952,201301,25,O,H,1,0.0134761,74.20569703,2018
7,2631,10.16,201301,30,O,H,1,0.0134761,74.20569703,2016
8,2631,12.44600024,201301,30,O,H,1,0.0134761,74.20569703,2017
9,2631,13.46200048,201301,30,O,H,1,0.0134761,74.20569703,2018
7,2631,15.49399976,201301,31,O,H,1,0.0134761,74.20569703,2016
8,2631,17.01799952,201301,31,O,H,1,0.0134761,74.20569703,2017
9,2631,18.28799952,201301,31,O,H,1,0.0134761,74.20569703,2018
7,2631,10.92200048,201301,32,O,H,1,0.0134761,74.20569703,2016
8,2631,11.68399976,201301,32,O,H,1,0.0134761,74.20569703,2017
9,2631,12.44600024,201301,32,O,H,1,0.0134761,74.20569703,2018
7,2631,16.00200048,201301,33,O,H,1,0.0134761,74.20569703,2016
8,2631,17.78,201301,33,O,H,1,0.0134761,74.20569703,2017
9,2631,20.06600024,201301,33,O,H,1,0.0134761,74.20569703,2018
7,2631,16.76399976,201301,34,O,H,1,0.0134761,74.20569703,2016
8,2631,18.54200048,201301,34,O,H,1,0.0134761,74.20569703,2017
9,2631,20.32,201301,34,O,H,1,0.0134761,74.20569703,2018
7,2631,14.73200048,201301,39,O,H,1,0.0134761,74.20569703,2016
8,2631,16.00200048,201301,39,O,H,1,0.0134761,74.20569703,2017
9,2631,18.03399976,201301,39,O,H,1,0.0134761,74.20569703,2018
7,2631,16.00200048,201301,40,O,H,1,0.0134761,74.20569703,2016
8,2631,18.03399976,201301,40,O,H,1,0.0134761,74.20569703,2017
9,2631,20.57400097,201301,40,O,H,1,0.0134761,74.20569703,2018
7,2631,18.03399976,201301,42,O,H,1,0.0134761,74.20569703,2016
8,2631,19.55799952,201301,42,O,H,1,0.0134761,74.20569703,2017
9,2631,20.32,201301,42,O,H,1,0.0134761,74.20569703,2018
7,2631,17.27200048,201301,43,O,H,1,0.0134761,74.20569703,2016
8,2631,19.30399976,201301,43,O,H,1,0.0134761,74.20569703,2017
9,2631,21.33599903,201301,43,O,H,1,0.0134761,74.20569703,2018
7,2631,11.17600024,201301,49,O,H,1,0.0134761,74.20569703,2016
8,2631,12.7,201301,49,O,H,1,0.0134761,74.20569703,2017
9,2631,13.71600024,201301,49,O,H,1,0.0134761,74.20569703,2018
7,2631,11.68399976,201301,50,O,H,1,0.0134761,74.20569703,2016
8,2631,12.7,201301,50,O,H,1,0.0134761,74.20569703,2017
9,2631,14.22399976,201301,50,O,H,1,0.0134761,74.20569703,2018
7,2631,13.20799952,201301,51,O,H,1,0.0134761,74.20569703,2016
8,2631,14.22399976,201301,51,O,H,1,0.0134761,74.20569703,2017
9,2631,15.74799952,201301,51,O,H,1,0.0134761,74.20569703,2018
7,2631,14.98600024,201301,52,O,H,1,0.0134761,74.20569703,2016
8,2631,16.51,201301,52,O,H,1,0.0134761,74.20569703,2017
9,2631,17.78,201301,52,O,H,1,0.0134761,74.20569703,2018
7,2631,16.25600024,201301,58,O,H,1,0.0134761,74.20569703,2016
8,2631,17.52600024,201301,58,O,H,1,0.0134761,74.20569703,2017
9,2631,19.05,201301,58,O,H,1,0.0134761,74.20569703,2018
7,2631,17.01799952,201301,59,O,H,1,0.0134761,74.20569703,2016
8,2631,18.54200048,201301,59,O,H,1,0.0134761,74.20569703,2017
9,2631,19.55799952,201301,59,O,H,1,0.0134761,74.20569703,2018
7,2631,15.24,201301,60,O,H,1,0.0134761,74.20569703,2016
8,2631,16.25600024,201301,60,O,H,1,0.0134761,74.20569703,2017
9,2631,17.52600024,201301,60,O,H,1,0.0134761,74.20569703,2018
7,2631,10.41399976,201301,61,O,H,1,0.0134761,74.20569703,2016
