YST,PLOT,DBH,study,tree,clone,space,silvi,SIZE,density,year
8,1431,16.25600024,201301,23,C,H,1,0.0134761,74.20569703,2017
9,1431,17.52600024,201301,23,C,H,1,0.0134761,74.20569703,2018
7,1431,13.20799952,201301,24,C,H,1,0.0134761,74.20569703,2016
8,1431,14.22399976,201301,24,C,H,1,0.0134761,74.20569703,2017
9,1431,15.24,201301,24,C,H,1,0.0134761,74.20569703,2018
7,1431,15.24,201301,25,C,H,1,0.0134761,74.20569703,2016
8,1431,16.51,201301,25,C,H,1,0.0134761,74.20569703,2017
9,1431,18.28799952,201301,25,C,H,1,0.0134761,74.20569703,2018
7,1431,16.76399976,201301,30,C,H,1,0.0134761,74.20569703,2016
8,1431,18.28799952,201301,30,C,H,1,0.0134761,74.20569703,2017
9,1431,19.81200048,201301,30,C,H,1,0.0134761,74.20569703,2018
7,1431,13.20799952,201301,31,C,H,1,0.0134761,74.20569703,2016
8,1431,13.97,201301,31,C,H,1,0.0134761,74.20569703,2017
9,1431,15.24,201301,31,C,H,1,0.0134761,74.20569703,2018
7,1431,14.47799952,201301,32,C,H,1,0.0134761,74.20569703,2016
8,1431,15.49399976,201301,32,C,H,1,0.0134761,74.20569703,2017
9,1431,16.76399976,201301,32,C,H,1,0.0134761,74.20569703,2018
7,1431,11.68399976,201301,33,C,H,1,0.0134761,74.20569703,2016
8,1431,12.44600024,201301,33,C,H,1,0.0134761,74.20569703,2017
9,1431,12.95399976,201301,33,C,H,1,0.0134761,74.20569703,2018
7,1431,15.74799952,201301,34,C,H,1,0.0134761,74.20569703,2016
8,1431,17.01799952,201301,34,C,H,1,0.0134761,74.20569703,2017
9,1431,18.79600024,201301,34,C,H,1,0.0134761,74.20569703,2018
7,1431,13.97,201301,39,C,H,1,0.0134761,74.20569703,2016
8,1431,15.49399976,201301,39,C,H,1,0.0134761,74.20569703,2017
9,1431,16.76399976,201301,39,C,H,1,0.0134761,74.20569703,2018
7,1431,13.97,201301,40,C,H,1,0.0134761,74.20569703,2016
8,1431,15.24,201301,40,C,H,1,0.0134761,74.20569703,2017
9,1431,16.51,201301,40,C,H,1,0.0134761,74.20569703,2018
7,1431,8.381999879,201301,41,C,H,1,0.0134761,74.20569703,2016
7,1431,15.74799952,201301,42,C,H,1,0.0134761,74.20569703,2016
8,1431,17.27200048,201301,42,C,H,1,0.0134761,74.20569703,2017
9,1431,18.54200048,201301,42,C,H,1,0.0134761,74.20569703,2018
7,1431,15.74799952,201301,43,C,H,1,0.0134761,74.20569703,2016
8,1431,17.01799952,201301,43,C,H,1,0.0134761,74.20569703,2017
9,1431,18.54200048,201301,43,C,H,1,0.0134761,74.20569703,2018
7,1431,14.73200048,201301,48,C,H,1,0.0134761,74.20569703,2016
8,1431,16.00200048,201301,48,C,H,1,0.0134761,74.20569703,2017
9,1431,17.27200048,201301,48,C,H,1,0.0134761,74.20569703,2018
7,1431,10.66799952,201301,49,C,H,1,0.0134761,74.20569703,2016
8,1431,10.92200048,201301,49,C,H,1,0.0134761,74.20569703,2017
9,1431,11.43,201301,49,C,H,1,0.0134761,74.20569703,2018
7,1431,13.97,201301,50,C,H,1,0.0134761,74.20569703,2016
8,1431,15.74799952,201301,50,C,H,1,0.0134761,74.20569703,2017
9,1431,16.51,201301,50,C,H,1,0.0134761,74.20569703,2018
7,1431,17.27200048,201301,51,C,H,1,0.0134761,74.20569703,2016
8,1431,19.30399976,201301,51,C,H,1,0.0134761,74.20569703,2017
9,1431,21.08200048,201301,51,C,H,1,0.0134761,74.20569703,2018
7,1431,13.46200048,201301,52,C,H,1,0.0134761,74.20569703,2016
8,1431,14.73200048,201301,52,C,H,1,0.0134761,74.20569703,2017
9,1431,15.74799952,201301,52,C,H,1,0.0134761,74.20569703,2018
7,1611,18.54200048,201301,12,O,L,1,0.0404282,24.73523327,2016
8,1611,21.84400097,201301,12,O,L,1,0.0404282,24.73523327,2017
9,1611,23.87599903,201301,12,O,L,1,0.0404282,24.73523327,2018
7,1611,18.79600024,201301,13,O,L,1,0.0404282,24.73523327,2016
8,1611,21.59,201301,13,O,L,1,0.0404282,24.73523327,2017
9,1611,23.62200048,201301,13,O,L,1,0.0404282,24.73523327,2018
7,1611,19.30399976,201301,14,O,L,1,0.0404282,24.73523327,2016
8,1611,21.59,201301,14,O,L,1,0.0404282,24.73523327,2017
9,1611,24.13,201301,14,O,L,1,0.0404282,24.73523327,2018
7,1611,18.79600024,201301,16,O,L,1,0.0404282,24.73523327,2016
8,1611,20.82799952,201301,16,O,L,1,0.0404282,24.73523327,2017
9,1611,22.60599903,201301,16,O,L,1,0.0404282,24.73523327,2018
7,1611,19.55799952,201301,21,O,L,1,0.0404282,24.73523327,2016
8,1611,22.09799952,201301,21,O,L,1,0.0404282,24.73523327,2017
9,1611,24.38400097,201301,21,O,L,1,0.0404282,24.73523327,2018
7,1611,17.01799952,201301,22,O,L,1,0.0404282,24.73523327,2016
8,1611,18.54200048,201301,22,O,L,1,0.0404282,24.73523327,2017
9,1611,20.32,201301,22,O,L,1,0.0404282,24.73523327,2018
7,1611,19.55799952,201301,23,O,L,1,0.0404282,24.73523327,2016
8,1611,20.82799952,201301,23,O,L,1,0.0404282,24.73523327,2017
9,1611,22.60599903,201301,23,O,L,1,0.0404282,24.73523327,2018
7,1611,18.79600024,201301,24,O,L,1,0.0404282,24.73523327,2016
8,1611,22.60599903,201301,24,O,L,1,0.0404282,24.73523327,2017
9,1611,25.14599903,201301,24,O,L,1,0.0404282,24.73523327,2018
7,1611,19.55799952,201301,25,O,L,1,0.0404282,24.73523327,2016
8,1611,20.57400097,201301,25,O,L,1,0.0404282,24.73523327,2017
9,1611,22.35200048,201301,25,O,L,1,0.0404282,24.73523327,2018
7,1611,20.57400097,201301,31,O,L,1,0.0404282,24.73523327,2016
8,1611,23.36799952,201301,31,O,L,1,0.0404282,24.73523327,2017
9,1611,25.90799952,201301,31,O,L,1,0.0404282,24.73523327,2018
7,1611,21.08200048,201301,32,O,L,1,0.0404282,24.73523327,2016
8,1611,24.38400097,201301,32,O,L,1,0.0404282,24.73523327,2017
9,1611,26.92400097,201301,32,O,L,1,0.0404282,24.73523327,2018
7,1611,19.05,201301,33,O,L,1,0.0404282,24.73523327,2016
8,1611,21.59,201301,33,O,L,1,0.0404282,24.73523327,2017
9,1611,23.11400097,201301,33,O,L,1,0.0404282,24.73523327,2018
7,1611,18.79600024,201301,34,O,L,1,0.0404282,24.73523327,2016
8,1611,22.35200048,201301,34,O,L,1,0.0404282,24.73523327,2017
9,1611,25.14599903,201301,34,O,L,1,0.0404282,24.73523327,2018
7,1611,18.79600024,201301,39,O,L,1,0.0404282,24.73523327,2016
8,1611,21.59,201301,39,O,L,1,0.0404282,24.73523327,2017
9,1611,23.87599903,201301,39,O,L,1,0.0404282,24.73523327,2018
7,1611,17.27200048,201301,40,O,L,1,0.0404282,24.73523327,2016
8,1611,19.05,201301,40,O,L,1,0.0404282,24.73523327,2017
9,1611,20.32,201301,40,O,L,1,0.0404282,24.73523327,2018
7,1611,19.55799952,201301,41,O,L,1,0.0404282,24.73523327,2016
8,1611,22.09799952,201301,41,O,L,1,0.0404282,24.73523327,2017
9,1611,24.38400097,201301,41,O,L,1,0.0404282,24.73523327,2018
7,1611,22.86,201301,42,O,L,1,0.0404282,24.73523327,2016
8,1611,25.65400097,201301,42,O,L,1,0.0404282,24.73523327,2017
9,1611,28.19400097,201301,42,O,L,1,0.0404282,24.73523327,2018
7,1611,19.05,201301,43,O,L,1,0.0404282,24.73523327,2016
8,1611,21.33599903,201301,43,O,L,1,0.0404282,24.73523327,2017
9,1611,23.36799952,201301,43,O,L,1,0.0404282,24.73523327,2018
7,1611,19.55799952,201301,48,O,L,1,0.0404282,24.73523327,2016
8,1611,22.09799952,201301,48,O,L,1,0.0404282,24.73523327,2017
9,1611,24.38400097,201301,48,O,L,1,0.0404282,24.73523327,2018
7,1611,16.51,201301,49,O,L,1,0.0404282,24.73523327,2016
8,1611,18.54200048,201301,49,O,L,1,0.0404282,24.73523327,2017
9,1611,20.06600024,201301,49,O,L,1,0.0404282,24.73523327,2018
7,1611,17.78,201301,50,O,L,1,0.0404282,24.73523327,2016
8,1611,19.30399976,201301,50,O,L,1,0.0404282,24.73523327,2017
9,1611,21.59,201301,50,O,L,1,0.0404282,24.73523327,2018
7,1611,18.79600024,201301,51,O,L,1,0.0404282,24.73523327,2016
8,1611,20.82799952,201301,51,O,L,1,0.0404282,24.73523327,2017
9,1611,22.86,201301,51,O,L,1,0.0404282,24.73523327,2018
7,1611,18.54200048,201301,52,O,L,1,0.0404282,24.73523327,2016
8,1611,21.08200048,201301,52,O,L,1,0.0404282,24.73523327,2017
9,1611,23.36799952,201301,52,O,L,1,0.0404282,24.73523327,2018
7,1631,10.66799952,201301,12,O,H,1,0.0134761,74.20569703,2016
8,1631,12.44600024,201301,12,O,H,1,0.0134761,74.20569703,2017
9,1631,13.20799952,201301,12,O,H,1,0.0134761,74.20569703,2018
7,1631,16.51,201301,13,O,H,1,0.0134761,74.20569703,2016
8,1631,17.27200048,201301,13,O,H,1,0.0134761,74.20569703,2017
9,1631,18.79600024,201301,13,O,H,1,0.0134761,74.20569703,2018
7,1631,14.47799952,201301,14,O,H,1,0.0134761,74.20569703,2016
8,1631,16.51,201301,14,O,H,1,0.0134761,74.20569703,2017
9,1631,18.03399976,201301,14,O,H,1,0.0134761,74.20569703,2018
7,1631,8.89,201301,15,O,H,1,0.0134761,74.20569703,2016
8,1631,10.16,201301,15,O,H,1,0.0134761,74.20569703,2017
9,1631,11.43,201301,15,O,H,1,0.0134761,74.20569703,2018
7,1631,17.78,201301,22,O,H,1,0.0134761,74.20569703,2016
8,1631,19.30399976,201301,22,O,H,1,0.0134761,74.20569703,2017
9,1631,19.81200048,201301,22,O,H,1,0.0134761,74.20569703,2018
7,1631,12.95399976,201301,23,O,H,1,0.0134761,74.20569703,2016
8,1631,15.24,201301,23,O,H,1,0.0134761,74.20569703,2017
9,1631,17.01799952,201301,23,O,H,1,0.0134761,74.20569703,2018
7,1631,17.01799952,201301,24,O,H,1,0.0134761,74.20569703,2016
8,1631,18.79600024,201301,24,O,H,1,0.0134761,74.20569703,2017
9,1631,20.32,201301,24,O,H,1,0.0134761,74.20569703,2018
7,1631,12.44600024,201301,25,O,H,1,0.0134761,74.20569703,2016
8,1631,14.22399976,201301,25,O,H,1,0.0134761,74.20569703,2017
9,1631,15.49399976,201301,25,O,H,1,0.0134761,74.20569703,2018
7,1631,15.49399976,201301,30,O,H,1,0.0134761,74.20569703,2016
8,1631,17.52600024,201301,30,O,H,1,0.0134761,74.20569703,2017
9,1631,18.79600024,201301,30,O,H,1,0.0134761,74.20569703,2018
7,1631,15.49399976,201301,31,O,H,1,0.0134761,74.20569703,2016
8,1631,16.76399976,201301,31,O,H,1,0.0134761,74.20569703,2017
9,1631,17.01799952,201301,31,O,H,1,0.0134761,74.20569703,2018
7,1631,15.49399976,201301,32,O,H,1,0.0134761,74.20569703,2016
8,1631,17.52600024,201301,32,O,H,1,0.0134761,74.20569703,2017
9,1631,19.30399976,201301,32,O,H,1,0.0134761,74.20569703,2018
7,1631,14.73200048,201301,34,O,H,1,0.0134761,74.20569703,2016
8,1631,16.51,201301,34,O,H,1,0.0134761,74.20569703,2017
9,1631,18.03399976,201301,34,O,H,1,0.0134761,74.20569703,2018
7,1631,6.35,201301,39,O,H,1,0.0134761,74.20569703,2016
8,1631,7.111999879,201301,39,O,H,1,0.0134761,74.20569703,2017
9,1631,8.128000121,201301,39,O,H,1,0.0134761,74.20569703,2018
7,1631,16.00200048,201301,40,O,H,1,0.0134761,74.20569703,2016
8,1631,17.52600024,201301,40,O,H,1,0.0134761,74.20569703,2017
9,1631,19.30399976,201301,40,O,H,1,0.0134761,74.20569703,2018
7,1631,13.46200048,201301,41,O,H,1,0.0134761,74.20569703,2016
8,1631,14.98600024,201301,41,O,H,1,0.0134761,74.20569703,2017
9,1631,15.74799952,201301,41,O,H,1,0.0134761,74.20569703,2018
7,1631,17.78,201301,42,O,H,1,0.0134761,74.20569703,2016
8,1631,19.55799952,201301,42,O,H,1,0.0134761,74.20569703,2017
9,1631,21.08200048,201301,42,O,H,1,0.0134761,74.20569703,2018
7,1631,11.68399976,201301,43,O,H,1,0.0134761,74.20569703,2016
8,1631,13.20799952,201301,43,O,H,1,0.0134761,74.20569703,2017
9,1631,14.22399976,201301,43,O,H,1,0.0134761,74.20569703,2018
7,1631,13.71600024,201301,48,O,H,1,0.0134761,74.20569703,2016
8,1631,14.98600024,201301,48,O,H,1,0.0134761,74.20569703,2017
9,1631,16.00200048,201301,48,O,H,1,0.0134761,74.20569703,2018
7,1631,12.19200048,201301,49,O,H,1,0.0134761,74.20569703,2016
8,1631,13.20799952,201301,49,O,H,1,0.0134761,74.20569703,2017
9,1631,14.47799952,201301,49,O,H,1,0.0134761,74.20569703,2018
7,1631,15.24,201301,50,O,H,1,0.0134761,74.20569703,2016
8,1631,16.76399976,201301,50,O,H,1,0.0134761,74.20569703,2017
9,1631,17.78,201301,50,O,H,1,0.0134761,74.20569703,2018
7,1631,12.7,201301,51,O,H,1,0.0134761,74.20569703,2016
8,1631,14.22399976,201301,51,O,H,1,0.0134761,74.20569703,2017
9,1631,15.74799952,201301,51,O,H,1,0.0134761,74.20569703,2018
7,1631,11.17600024,201301,52,O,H,1,0.0134761,74.20569703,2016
8,1631,12.44600024,201301,52,O,H,1,0.0134761,74.20569703,2017
9,1631,13.46200048,201301,52,O,H,1,0.0134761,74.20569703,2018
7,2211,18.79600024,201301,21,A,L,1,0.0404282,24.73523327,2016
8,2211,20.57400097,201301,21,A,L,1,0.0404282,24.73523327,2017
9,2211,21.84400097,201301,21,A,L,1,0.0404282,24.73523327,2018
7,2211,20.32,201301,22,A,L,1,0.0404282,24.73523327,2016
8,2211,23.11400097,201301,22,A,L,1,0.0404282,24.73523327,2017
9,2211,25.14599903,201301,22,A,L,1,0.0404282,24.73523327,2018
7,2211,17.52600024,201301,23,A,L,1,0.0404282,24.73523327,2016
8,2211,20.32,201301,23,A,L,1,0.0404282,24.73523327,2017
9,2211,22.35200048,201301,23,A,L,1,0.0404282,24.73523327,2018
7,2211,19.81200048,201301,24,A,L,1,0.0404282,24.73523327,2016
8,2211,22.35200048,201301,24,A,L,1,0.0404282,24.73523327,2017
9,2211,24.38400097,201301,24,A,L,1,0.0404282,24.73523327,2018
7,2211,18.03399976,201301,25,A,L,1,0.0404282,24.73523327,2016
8,2211,20.32,201301,25,A,L,1,0.0404282,24.73523327,2017
9,2211,22.60599903,201301,25,A,L,1,0.0404282,24.73523327,2018
7,2211,18.28799952,201301,30,A,L,1,0.0404282,24.73523327,2016
8,2211,20.06600024,201301,30,A,L,1,0.0404282,24.73523327,2017
9,2211,21.84400097,201301,30,A,L,1,0.0404282,24.73523327,2018
7,2211,15.24,201301,31,A,L,1,0.0404282,24.73523327,2016
8,2211,17.27200048,201301,31,A,L,1,0.0404282,24.73523327,2017
9,2211,19.30399976,201301,31,A,L,1,0.0404282,24.73523327,2018
7,2211,11.68399976,201301,32,A,L,1,0.0404282,24.73523327,2016
8,2211,13.20799952,201301,32,A,L,1,0.0404282,24.73523327,2017
9,2211,13.71600024,201301,32,A,L,1,0.0404282,24.73523327,2018
7,2211,18.03399976,201301,33,A,L,1,0.0404282,24.73523327,2016
8,2211,20.57400097,201301,33,A,L,1,0.0404282,24.73523327,2017
9,2211,22.86,201301,33,A,L,1,0.0404282,24.73523327,2018
7,2211,20.06600024,201301,34,A,L,1,0.0404282,24.73523327,2016
8,2211,22.60599903,201301,34,A,L,1,0.0404282,24.73523327,2017
9,2211,25.14599903,201301,34,A,L,1,0.0404282,24.73523327,2018
7,2211,18.03399976,201301,39,A,L,1,0.0404282,24.73523327,2016
8,2211,20.06600024,201301,39,A,L,1,0.0404282,24.73523327,2017
9,2211,21.59,201301,39,A,L,1,0.0404282,24.73523327,2018
7,2211,18.28799952,201301,40,A,L,1,0.0404282,24.73523327,2016
8,2211,20.32,201301,40,A,L,1,0.0404282,24.73523327,2017
9,2211,21.84400097,201301,40,A,L,1,0.0404282,24.73523327,2018
7,2211,20.82799952,201301,41,A,L,1,0.0404282,24.73523327,2016
8,2211,23.87599903,201301,41,A,L,1,0.0404282,24.73523327,2017
9,2211,26.92400097,201301,41,A,L,1,0.0404282,24.73523327,2018
7,2211,12.44600024,201301,42,A,L,1,0.0404282,24.73523327,2016
8,2211,14.98600024,201301,42,A,L,1,0.0404282,24.73523327,2017
9,2211,17.27200048,201301,42,A,L,1,0.0404282,24.73523327,2018
7,2211,13.46200048,201301,43,A,L,1,0.0404282,24.73523327,2016
8,2211,15.24,201301,43,A,L,1,0.0404282,24.73523327,2017
9,2211,17.01799952,201301,43,A,L,1,0.0404282,24.73523327,2018
7,2211,20.06600024,201301,48,A,L,1,0.0404282,24.73523327,2016
8,2211,22.86,201301,48,A,L,1,0.0404282,24.73523327,2017
9,2211,25.14599903,201301,48,A,L,1,0.0404282,24.73523327,2018
7,2211,19.81200048,201301,49,A,L,1,0.0404282,24.73523327,2016
8,2211,22.35200048,201301,49,A,L,1,0.0404282,24.73523327,2017
9,2211,24.63799952,201301,49,A,L,1,0.0404282,24.73523327,2018
7,2211,19.55799952,201301,50,A,L,1,0.0404282,24.73523327,2016
8,2211,21.33599903,201301,50,A,L,1,0.0404282,24.73523327,2017
9,2211,23.62200048,201301,50,A,L,1,0.0404282,24.73523327,2018
7,2211,20.57400097,201301,51,A,L,1,0.0404282,24.73523327,2016
8,2211,23.11400097,201301,51,A,L,1,0.0404282,24.73523327,2017
9,2211,25.65400097,201301,51,A,L,1,0.0404282,24.73523327,2018
7,2211,20.32,201301,52,A,L,1,0.0404282,24.73523327,2016
8,2211,22.60599903,201301,52,A,L,1,0.0404282,24.73523327,2017
9,2211,25.14599903,201301,52,A,L,1,0.0404282,24.73523327,2018
7,2211,18.79600024,201301,57,A,L,1,0.0404282,24.73523327,2016
8,2211,21.33599903,201301,57,A,L,1,0.0404282,24.73523327,2017
9,2211,23.36799952,201301,57,A,L,1,0.0404282,24.73523327,2018
7,2211,19.30399976,201301,58,A,L,1,0.0404282,24.73523327,2016
8,2211,21.08200048,201301,58,A,L,1,0.0404282,24.73523327,2017
9,2211,22.09799952,201301,58,A,L,1,0.0404282,24.73523327,2018
7,2211,14.98600024,201301,59,A,L,1,0.0404282,24.73523327,2016
8,2211,16.51,201301,59,A,L,1,0.0404282,24.73523327,2017
9,2211,18.03399976,201301,59,A,L,1,0.0404282,24.73523327,2018
7,2211,17.01799952,201301,60,A,L,1,0.0404282,24.73523327,2016
8,2211,19.30399976,201301,60,A,L,1,0.0404282,24.73523327,2017
9,2211,21.33599903,201301,60,A,L,1,0.0404282,24.73523327,2018
7,2211,19.30399976,201301,61,A,L,1,0.0404282,24.73523327,2016
8,2211,21.59,201301,61,A,L,1,0.0404282,24.73523327,2017
9,2211,24.38400097,201301,61,A,L,1,0.0404282,24.73523327,2018
7,2231,15.49399976,201301,21,A,H,1,0.0134761,74.20569703,2016
8,2231,16.76399976,201301,21,A,H,1,0.0134761,74.20569703,2017
9,2231,17.78,201301,21,A,H,1,0.0134761,74.20569703,2018
7,2231,13.71600024,201301,22,A,H,1,0.0134761,74.20569703,2016
8,2231,14.47799952,201301,22,A,H,1,0.0134761,74.20569703,2017
9,2231,14.98600024,201301,22,A,H,1,0.0134761,74.20569703,2018
7,2231,13.71600024,201301,23,A,H,1,0.0134761,74.20569703,2016
8,2231,15.24,201301,23,A,H,1,0.0134761,74.20569703,2017
9,2231,15.74799952,201301,23,A,H,1,0.0134761,74.20569703,2018
7,2231,11.68399976,201301,24,A,H,1,0.0134761,74.20569703,2016
8,2231,12.19200048,201301,24,A,H,1,0.0134761,74.20569703,2017
9,2231,12.7,201301,24,A,H,1,0.0134761,74.20569703,2018
7,2231,11.68399976,201301,25,A,H,1,0.0134761,74.20569703,2016
8,2231,11.68399976,201301,25,A,H,1,0.0134761,74.20569703,2017
9,2231,11.93799952,201301,25,A,H,1,0.0134761,74.20569703,2018
7,2231,16.00200048,201301,30,A,H,1,0.0134761,74.20569703,2016
8,2231,17.78,201301,30,A,H,1,0.0134761,74.20569703,2017
9,2231,19.05,201301,30,A,H,1,0.0134761,74.20569703,2018
7,2231,15.49399976,201301,31,A,H,1,0.0134761,74.20569703,2016
8,2231,17.01799952,201301,31,A,H,1,0.0134761,74.20569703,2017
9,2231,18.28799952,201301,31,A,H,1,0.0134761,74.20569703,2018
7,2231,10.41399976,201301,32,A,H,1,0.0134761,74.20569703,2016
8,2231,10.92200048,201301,32,A,H,1,0.0134761,74.20569703,2017
9,2231,11.43,201301,32,A,H,1,0.0134761,74.20569703,2018
7,2231,16.51,201301,33,A,H,1,0.0134761,74.20569703,2016
8,2231,18.03399976,201301,33,A,H,1,0.0134761,74.20569703,2017
9,2231,19.30399976,201301,33,A,H,1,0.0134761,74.20569703,2018
7,2231,11.17600024,201301,34,A,H,1,0.0134761,74.20569703,2016
8,2231,12.44600024,201301,34,A,H,1,0.0134761,74.20569703,2017
9,2231,13.46200048,201301,34,A,H,1,0.0134761,74.20569703,2018
7,2231,13.46200048,201301,39,A,H,1,0.0134761,74.20569703,2016
8,2231,14.47799952,201301,39,A,H,1,0.0134761,74.20569703,2017
9,2231,15.24,201301,39,A,H,1,0.0134761,74.20569703,2018
7,2231,13.97,201301,40,A,H,1,0.0134761,74.20569703,2016
8,2231,15.74799952,201301,40,A,H,1,0.0134761,74.20569703,2017
9,2231,17.01799952,201301,40,A,H,1,0.0134761,74.20569703,2018
7,2231,13.71600024,201301,41,A,H,1,0.0134761,74.20569703,2016
8,2231,15.24,201301,41,A,H,1,0.0134761,74.20569703,2017
9,2231,16.51,201301,41,A,H,1,0.0134761,74.20569703,2018
7,2231,12.95399976,201301,42,A,H,1,0.0134761,74.20569703,2016
8,2231,13.97,201301,42,A,H,1,0.0134761,74.20569703,2017
9,2231,14.47799952,201301,42,A,H,1,0.0134761,74.20569703,2018
7,2231,14.73200048,201301,43,A,H,1,0.0134761,74.20569703,2016
8,2231,16.00200048,201301,43,A,H,1,0.0134761,74.20569703,2017
9,2231,16.76399976,201301,43,A,H,1,0.0134761,74.20569703,2018
7,2231,12.19200048,201301,48,A,H,1,0.0134761,74.20569703,2016
8,2231,12.7,201301,48,A,H,1,0.0134761,74.20569703,2017
9,2231,13.46200048,201301,48,A,H,1,0.0134761,74.20569703,2018
7,2231,13.20799952,201301,49,A,H,1,0.0134761,74.20569703,2016
8,2231,13.71600024,201301,49,A,H,1,0.0134761,74.20569703,2017
9,2231,14.73200048,201301,49,A,H,1,0.0134761,74.20569703,2018
7,2231,11.93799952,201301,50,A,H,1,0.0134761,74.20569703,2016
8,2231,12.44600024,201301,50,A,H,1,0.0134761,74.20569703,2017
9,2231,13.46200048,201301,50,A,H,1,0.0134761,74.20569703,2018
7,2231,9.398000121,201301,51,A,H,1,0.0134761,74.20569703,2016
8,2231,10.16,201301,51,A,H,1,0.0134761,74.20569703,2017
9,2231,10.66799952,201301,51,A,H,1,0.0134761,74.20569703,2018
7,2231,13.46200048,201301,52,A,H,1,0.0134761,74.20569703,2016
8,2231,14.73200048,201301,52,A,H,1,0.0134761,74.20569703,2017
9,2231,15.74799952,201301,52,A,H,1,0.0134761,74.20569703,2018
7,2231,13.97,201301,57,A,H,1,0.0134761,74.20569703,2016
8,2231,15.24,201301,57,A,H,1,0.0134761,74.20569703,2017
9,2231,16.51,201301,57,A,H,1,0.0134761,74.20569703,2018
7,2231,13.20799952,201301,58,A,H,1,0.0134761,74.20569703,2016
8,2231,14.47799952,201301,58,A,H,1,0.0134761,74.20569703,2017
9,2231,16.00200048,201301,58,A,H,1,0.0134761,74.20569703,2018
7,2231,8.636000242,201301,59,A,H,1,0.0134761,74.20569703,2016
8,2231,8.89,201301,59,A,H,1,0.0134761,74.20569703,2017
9,2231,9.143999758,201301,59,A,H,1,0.0134761,74.20569703,2018
7,2231,16.00200048,201301,60,A,H,1,0.0134761,74.20569703,2016
8,2231,17.78,201301,60,A,H,1,0.0134761,74.20569703,2017
9,2231,18.79600024,201301,60,A,H,1,0.0134761,74.20569703,2018
7,2231,15.24,201301,61,A,H,1,0.0134761,74.20569703,2016
8,2231,17.01799952,201301,61,A,H,1,0.0134761,74.20569703,2017
9,2231,18.54200048,201301,61,A,H,1,0.0134761,74.20569703,2018
7,2311,19.30399976,201301,21,B,L,1,0.0404282,24.73523327,2016
8,2311,22.60599903,201301,21,B,L,1,0.0404282,24.73523327,2017
9,2311,24.89200048,201301,21,B,L,1,0.0404282,24.73523327,2018
7,2311,19.55799952,201301,22,B,L,1,0.0404282,24.73523327,2016
8,2311,22.35200048,201301,22,B,L,1,0.0404282,24.73523327,2017
9,2311,24.13,201301,22,B,L,1,0.0404282,24.73523327,2018
7,2311,17.78,201301,23,B,L,1,0.0404282,24.73523327,2016
8,2311,19.81200048,201301,23,B,L,1,0.0404282,24.73523327,2017
9,2311,20.57400097,201301,23,B,L,1,0.0404282,24.73523327,2018
7,2311,21.08200048,201301,24,B,L,1,0.0404282,24.73523327,2016
8,2311,24.38400097,201301,24,B,L,1,0.0404282,24.73523327,2017
9,2311,26.16200048,201301,24,B,L,1,0.0404282,24.73523327,2018
7,2311,18.54200048,201301,25,B,L,1,0.0404282,24.73523327,2016
8,2311,20.82799952,201301,25,B,L,1,0.0404282,24.73523327,2017
9,2311,22.35200048,201301,25,B,L,1,0.0404282,24.73523327,2018
7,2311,12.19200048,201301,30,B,L,1,0.0404282,24.73523327,2016
8,2311,12.7,201301,30,B,L,1,0.0404282,24.73523327,2017
9,2311,13.46200048,201301,30,B,L,1,0.0404282,24.73523327,2018
7,2311,19.30399976,201301,31,B,L,1,0.0404282,24.73523327,2016
8,2311,23.36799952,201301,31,B,L,1,0.0404282,24.73523327,2017
9,2311,25.14599903,201301,31,B,L,1,0.0404282,24.73523327,2018
7,2311,16.00200048,201301,32,B,L,1,0.0404282,24.73523327,2016
8,2311,19.30399976,201301,32,B,L,1,0.0404282,24.73523327,2017
9,2311,21.08200048,201301,32,B,L,1,0.0404282,24.73523327,2018
7,2311,16.76399976,201301,33,B,L,1,0.0404282,24.73523327,2016
8,2311,17.01799952,201301,33,B,L,1,0.0404282,24.73523327,2017
9,2311,18.79600024,201301,33,B,L,1,0.0404282,24.73523327,2018
7,2311,17.01799952,201301,34,B,L,1,0.0404282,24.73523327,2016
8,2311,18.03399976,201301,34,B,L,1,0.0404282,24.73523327,2017
9,2311,19.30399976,201301,34,B,L,1,0.0404282,24.73523327,2018
7,2311,20.32,201301,39,B,L,1,0.0404282,24.73523327,2016
8,2311,22.60599903,201301,39,B,L,1,0.0404282,24.73523327,2017
9,2311,24.13,201301,39,B,L,1,0.0404282,24.73523327,2018
7,2311,20.82799952,201301,40,B,L,1,0.0404282,24.73523327,2016
8,2311,22.86,201301,40,B,L,1,0.0404282,24.73523327,2017
9,2311,25.4,201301,40,B,L,1,0.0404282,24.73523327,2018
7,2311,19.05,201301,41,B,L,1,0.0404282,24.73523327,2016
8,2311,22.35200048,201301,41,B,L,1,0.0404282,24.73523327,2017
9,2311,23.87599903,201301,41,B,L,1,0.0404282,24.73523327,2018
7,2311,18.28799952,201301,42,B,L,1,0.0404282,24.73523327,2016
8,2311,18.79600024,201301,42,B,L,1,0.0404282,24.73523327,2017
9,2311,19.30399976,201301,42,B,L,1,0.0404282,24.73523327,2018
7,2311,19.05,201301,43,B,L,1,0.0404282,24.73523327,2016
8,2311,22.09799952,201301,43,B,L,1,0.0404282,24.73523327,2017
9,2311,24.38400097,201301,43,B,L,1,0.0404282,24.73523327,2018
