"Index","Date","DOY","Time","VPD","PAR","HCOS1","HCON1","HCON2","HCIS9","HCON3","HCOS4","HCON5","HCOS6","HCON6","HCOS7","HCON8","HCOS8","HCIN8","HCON9","HCOS2","HCON4","LOON10","LOOS10","LOIN10","LOIS10","LOON11","LOOS11","LOON17","LOOS17","LOON15","LOOS15","LOON14","LOOS14","LOON12","LOOS12","LOON16","LOON13"
1798,2017-11-19,323,1715,0.50293,1000,5.92433052772641,6.41092791874986,4.00546650056298,3.18440510439378,0.828665054082174,8.965245923989,4.44769079447884,7.25712594116681,5.28086732652831,2.75574658301688,6.61883177754241,10.5405340035619,6.59294611148412,34.5099079345095,5.20389826724097,10.2568201521266,12.9731893159592,13.830803296416,12.6703862018336,7.72440874510861,18.9032709058995,14.2821175812267,13.8699397672011,16.2316425194148,17.9936711809047,6.26939657984281,16.5709833805087,7.20083419418757,24.553158251551,18.5646746113019,11.731275215662,14.5285297649054
1799,2017-11-19,323,1730,0.49825,0,5.15232453107726,5.79877302873488,3.53440845477846,2.64366274954626,0.561287467877057,7.78846973051828,3.92731560908853,6.14450259479115,4.46026440441725,2.24503628964776,5.68191740485534,9.08713351070971,6.45668183238413,54.5805146361086,4.44207831605962,9.01938004697651,11.7322236171415,12.7108106446281,11.5428305931802,6.96342205548772,17.2240124086756,13.4055707571607,12.9413030750469,14.9661065264226,16.1752141712215,6.20747976710162,15.7231192121591,6.53324355397482,22.5782558527517,14.9085483820656,9.71486407992366,12.8563452041019
1800,2017-11-19,323,1745,0.49093,0,4.20780348067725,4.80977037211003,2.80554963958187,2.07617137398917,0.326924251400525,7.09195000945304,3.21219868014845,5.05780828468732,3.87586425446216,1.77483438414108,4.48171022808146,8.36140463184534,5.71529464806091,46.1493675072475,3.35049033077795,8.08194176028807,10.7901994516563,12.0278708581786,10.7631305970625,6.46745133401133,15.9167230636114,12.5992210644243,12.5425352677473,13.6393355153503,13.1425283783178,4.71519693909314,13.9972762994199,4.51585747321561,20.1576152087068,15.5979660461298,8.21213587277744,11.5939096639895
1801,2017-11-19,323,1800,0.50201,0,3.4721934929442,4.13071400815867,2.4165320452732,2.26814563948548,0.188888045340351,6.06505040548423,2.61758621793154,4.27181644833677,3.3155906428697,1.5450256332932,3.84407009321365,7.75160059490545,5.38876513365129,33.7786308395883,2.75112226921415,6.9685822122415,9.59508380057899,10.7248826292959,9.7267658583822,6.02744782315151,14.4042391575798,10.6913201362795,11.2560686195907,11.9602543765707,10.9566247445745,3.30751210681468,12.0707633609305,3.40883321924142,17.9248426213988,15.6179779330416,6.82025810716451,10.121045679236
1802,2017-11-19,323,1815,0.39959,0,2.92157290282445,3.66921290180383,1.84261112049653,4.70193213110716,0,4.67837645604293,2.31135004383283,3.43058154168652,2.5739957840333,0.821461245650897,3.30496962968053,6.72316211045135,5.37753913225558,22.945565415318,2.30100617181354,5.5863796209395,8.24851797043579,8.70177544219598,8.23964150596952,5.00651051346186,12.752222582246,7.70424574441686,8.54780181229616,11.1921104696258,9.26827232037945,2.44766296670643,10.593542535857,2.56771869124394,15.4430375373355,11.3248055514046,5.21326343811296,8.52278527944634
1803,2017-11-19,323,1830,0.35802,0,2.18572856050571,2.61078852410031,1.12965041107681,3.91974806813464,0,3.38876358836466,1.51797132728696,2.4380545309162,1.8570957123256,0.382034706685302,2.41914105977998,5.15882693976985,4.73478731468682,27.2954400949378,1.59111783359579,4.10608958720963,6.42202186768377,6.62709535166654,6.39264347241733,3.71135075523274,10.4188970543834,5.69889131908337,6.35965474370898,8.91747840547465,6.73768847095709,1.73360412182511,8.47100915678961,1.28110923128171,12.0393060569014,8.01743311041036,3.47521250473468,6.57090723843899
1804,2017-11-19,323,1845,0.38961,0,1.41774390976159,1.5478138080137,0.542902364582625,2.86861982250077,0,2.24927895218759,0.905326396359899,1.60468794979241,1.11792479620092,0.0433196090569319,1.67983783313784,3.74270706441045,4.38981205516434,38.8020215853223,1.23488796947287,2.72146031960311,4.51332050852372,4.44452867124304,4.26342255613018,2.35042721812475,7.7849569704343,4.34356463488305,4.05637995666806,7.29180782716883,4.60959405351864,0.636052543754116,6.66511562139658,0.449066062529091,9.55765273196403,5.54424517084386,2.03233342524063,4.49921352874915
1805,2017-11-19,323,1900,0.39584,0,0.661282046535409,0.844612660934398,0.160599013724828,1.97685115421986,0,1.34979713074856,0.298273658862945,0.752236878590324,0.641985230589218,0,1.05378943243639,2.61186162361977,3.7332184727113,31.610712676388,0.438549574457936,1.71917367936438,2.92201128737766,2.71331568149743,2.62574782489568,1.3602339262709,5.55520590686065,2.69416146325682,2.60828494710885,5.30324753534212,2.9372162408055,0.0656267143819023,4.91129776952232,0,7.62981631092348,4.19677434496699,1.14630083679963,2.77223252824028
1806,2017-11-19,323,1915,0.35883,0,0.266788458650709,0.320189612620169,0,1.26985214584167,0,0.818180234058645,0.0737626761020959,0.282776288105463,0.313707350859212,0,0.502646828665159,1.94167068147991,3.4627622566566,29.5707214660504,0.0138160555954456,1.00034781754754,1.87408845133477,1.62011092557242,1.50370387699704,0.759323089803343,4.00500138637191,1.51971614046573,1.63307184018493,3.87825272199968,1.57861081550894,0,3.61932997610968,0,6.51667762349053,3.75733138981267,0.577036642968931,1.75914414645818
1807,2017-11-19,323,1930,0.34546,0,0.0329215057643401,0.0669984018764204,0,1.02550240651861,0,0.508271577212135,0,0.0491037032208304,0.142072246685786,0,0.234579327222119,1.72910045465447,3.45258193304252,31.454293576568,0,0.530250245824853,1.26117196171612,0.956671965377058,0.929901211621838,0.342786719607329,2.9634941587108,1.13754142041873,1.16416472219027,2.79076500938529,0.940994054006943,0,2.78120630519623,0,5.52661763328679,3.62320938475272,0.389985612077673,1.17228496565208
