"Index","Date","DOY","Time","VPD","PAR","LAON1","LAOS1","LAIN1","LAIS1","LAON2","LAOS2","LAON3","LAON4","LAOS4","LAON5","LAON6","LAOS6","LAON7","LAON8","LAOS8","LAON9","LBON10","LBOS10","LBIN10","LBIS10","LBON11","LBOS11","LBON12","LBOS12","LBON13","LBON14","LBOS14","LBON15","LBON16","LBOS16","LBON17","LBOS17"
1,2017-01-01,1,0,0.47267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
2,2017-01-01,1,15,0.46968,0,0,0.0195493752840475,0,0.021212584783927,0,0.0185415791797547,0.0751130680378091,0.084469296505862,0.0611831222522261,0,0,0.082845186310476,0.0863444783447031,0.0582537715430669,0.13722026016268,0.00510147853347008,0,0,0,0,0.0537249262174931,0.00702413119277527,0.0567504864956113,0.202344002910337,0.21797056469602,0.088723885038301,0.00418289620765715,0.00291832459544711,0,0.0196422136529942,NA,0
3,2017-01-01,1,30,0.46339,0,0,0.0296503297069966,0,0.0121204328912923,0.00122813486225721,0.0269905784532496,0.0281753884207675,0,0.0242482924834182,0,0,0.0974443540712708,0.133349385666208,0.0714142885865795,0.190926616890973,0,0,0,0.0108732597693342,0,0.0748411529825138,0.00121964693188759,0.0871186260655341,0.136434558017426,0.299807566255911,0.0521346902682781,0.00606126019357095,0.0108809332462266,0,0.00757974250875045,NA,0
4,2017-01-01,1,45,0.45651,0,0,0.0197079644668511,0,0.043375972359469,0.020463006118767,0.0252091393045142,0.0649035336060983,0,0.144990187737511,0,0,0.0952720269419655,0.115364518978848,0.0787647567839144,0.315621504057349,0,0,1.36301961630647,0.0730160777696102,0,0.0721687433330076,0.00535091329721428,0.228345786878912,0.0649750685294677,0.500966946737564,0.0564890437660145,0.0161992023416616,0.015648887644976,0,0.00836631161056596,NA,0
5,2017-01-01,1,100,0.45069,0,0,0.0106481155165048,0.0230860951545004,0.0460873143447579,0.195508532108467,0.0396795112177866,0.120456883863246,0.124372642006601,0.178735932221284,0.0430976054043959,0.118756184942803,0.0875269902536395,0.0978884174007871,0.331838164093953,0.19497204741498,0.137384912242977,0,0.761422996033439,0.0771102703859795,0.00857400132397366,0.0635365057486131,0.103156650860943,0.399239047712985,0.138249942675496,0.838770146849355,0.170069638997118,0.0935837239420727,0.256785268396097,0,0.0323901923313381,NA,0.0302411240497239
6,2017-01-01,1,115,0.43989,0,0,0.00293551904650051,0.055199123268151,0.0488255456094166,0.208466017694465,0.0552511676852056,0.136418112578855,0.163924683874432,0.240011894786889,0.0184466351212017,0.200627695278429,0.0909590839246932,0.277909965697994,0.418318103024442,0.25875882789198,0.181091703716177,0,0.522516720187052,0.0645460810759709,0.120609526183033,0.0609426964868578,0.092359441469878,0.531788889795522,0.263491069691452,1.05765241537765,0.189657495224228,0.230448860064735,0.369341090193873,0.00129128502372513,0.0440035231286206,NA,0.127101582439129
7,2017-01-01,1,130,0.4365,0,0,0,0.0100574064182057,0.0423767523949428,0.0896995499855468,0.111532062949334,0.123415710558194,0.0944041455564207,0.286150529025029,0,0.196260955257245,0.0888149128764406,0.384794796623411,0.428691731619049,0.270977083430977,0.100607299071085,0,0.0434422997261084,0.0685487740293207,0.159544115141329,0.052584689376384,0.0879054243272177,0.788477182266953,0.0617176426691023,1.15660768461856,0.153112115201334,0.198936202816284,0.337272434361187,0,0,NA,0.00084205411334939
8,2017-01-01,1,145,0.44243,0,0,0,0,0.0450765541369659,0.147689641243367,0.197018324998376,0.146834637695591,0.112027121743371,0.460868610821765,0,0.191912372539918,0.0866804124550087,0.378994458043623,0.404359821038286,0.410528931150268,0,0,0.237536749981094,0.176994501001594,0.261218142647098,0.174248469504345,0.0774428578322998,0.80829461771009,0.258327738570434,1.39017233886179,0.151571679289798,0.195825275747804,0.379064183093571,0,0.0407845618760366,NA,0.0696742132982285
9,2017-01-01,1,200,0.43104,0,0,0,0,0.034334551867957,0.351506739880696,0.315915072247629,0.148370137103773,0.103617191477021,0.596931884974792,0,0.222468440967566,0.136738865699077,0.440341756536891,0.503172008063592,0.560697799643726,0.0327358334299076,0.0128311259680217,0.00931810602561486,0.195297423157241,0.31404866020513,0.171137227128874,0.067239533055982,0.80829461771009,0.0980390987542896,1.47029793321504,0.14324970434182,0.178926257159917,0.404879125983649,0,0.00837312987364443,NA,0.0648498921203798
10,2017-01-01,1,215,0.42818,0,0,0,0,0.0325754960516288,0.223672280425485,0.382124488117436,0.149908624347571,0.0118895754148775,0.619627436724511,0,0.321072846519609,0.210283849199764,0.556787498566586,0.559679555870095,0.598667861899704,0.00614571599203133,0,0,0.321608800868728,0.311257742613166,0.153818247185244,0.0573194678762017,0.960524896097505,0.0102010138507279,1.29388973238643,0.0718514724379608,0.162321838725266,0.37219794018803,0,0,NA,0
11,2017-01-01,1,230,0.42172,0,0,0,0,0,0.109291666328765,0.318660720961057,0.122174181934301,0,0.578384203171183,0,0.178965191942852,0.102735476968376,0.532797420180339,0.488662823681686,0.519291922470206,0,0,0,0.327166470781575,0.308471513175856,0.150771139987402,0.0477158962955278,1.01255111835834,0.023660971825807,1.07658286780352,0.00187508079241735,0.18653962754724,0.171918344361033,0,0,NA,0
12,2017-01-01,1,245,0.39841,0,0,0,0,0,0.101295026087504,0.341418785462187,0.0627253193705686,0,0.622304684290463,0,0.12860843474851,0.160420987600942,0.747821413977719,0.472520519007504,0.464746509170484,0,0,0,0.31037005114114,0.305694781697285,0.120284200794055,0.038460221144098,1.0021406776476,0.0197442880076743,0.957620109411069,0,0.19037501029362,0.0795405826124207,0,0,NA,0
13,2017-01-01,1,300,0.39738,0,0,0,0,0,0.0748411529825138,0.347126895022951,0,0,0.645175560456476,0,0.137380795489454,0.104066393339363,0.722274937796049,0.404067451952869,0.478548941240952,0,0,0,0.33083777537285,0.302917999955986,0.10413282801077,0.0399176929732919,1.03361260076147,0.0953681229641817,0.777007369383287,0,0.288675475882599,0.0680540964392403,0,0,NA,0
14,2017-01-01,1,315,0.38388,0,0,0,0,0,0,0.327055045685268,0,0,0.646496564220207,0,0.0781125396183894,0.0849956745819595,0.659513323369982,0.26472901646018,0.439778351543279,0,0,0,0.437116817407011,0.300145986589454,0.0821418791098854,0.0523132289884456,0.808179801484316,0.0165458117284286,0.646001128393547,0,0.240940169434339,0.068610204224562,0,0,NA,0
15,2017-01-01,1,330,0.3856,0,0,0,0,0,0,0.233346472298978,0,0,0.429558346688423,0,0.0631093217164775,0.0720264860122134,0.671746633128267,0.219506897331196,0.248151197647948,0,0,0,0.499602820428991,0.297383527778243,0.0612149566139267,0.0134382218937789,0.680796298657665,0,0.471742030520941,0,0.140801488305575,0,0,0,NA,0
16,2017-01-01,1,345,0.36181,0,0,0,0,0,0,0.329823397665615,0,0,0.542902364582625,0,0.0435020106089932,0.069975151586184,0.537579531404222,0.259839460551383,0.364247765819354,0,0,0,0.640171368993269,0.294621125592377,0.0586289860930881,0.0287483199237125,0.652006193450535,0,0.486730828252003,0,0.157708584702658,0,0,0,NA,0
17,2017-01-01,1,400,0.38613,0,0,0,0,0,0.093802116105747,0.352739656461051,0,0,0.513064455520346,0,0.0351487850970611,0.0626826796123239,0.585346962502871,0.38493464710239,0.313644865143228,0,0,0,0.620938471011885,0.291868317260502,0.0503045045514389,0.0513737599676634,0.632925578815225,0,0.571060616312273,0,0.141471784383236,0.0885949589308257,0,0,NA,0
18,2017-01-01,1,415,0.39137,0,0,0,0,0,0.173108466240339,0.367206119766537,0,0,0.514382656169111,0,0.02715447803185,0.0455479418364537,0.543062201461688,0.412440756167905,0.278116719795925,0,0,0,0.610355880254772,0.34582915195658,0.11616981328571,0.0419644523750745,0.738835812667379,0,0.784364968771259,0,0.0594018706923301,0.0590995170180581,0,0,NA,0
19,2017-01-01,1,430,0.39681,0,0,0,0,0,0.339671281321274,0.373002172574305,0.0411815347126026,0,0.674964154027794,0,0.13866634350701,0.0638893389289832,0.572836052895889,0.622796658952099,0.448243584442556,0,0,0,0.694720061651941,0.50606233196949,0.168793614869135,0.162631973089953,0.848202918389054,0,1.1371129617934,0,0.182588703511433,0.102415912974866,0,0,NA,0
20,2017-01-01,1,445,0.39697,0,0,0,0,0,0.661669073175638,0.581512811359313,0.165445213851147,0,0.948560711117546,0,0.244673730867139,0.0671279446919108,0.566599705025142,0.84953551423851,0.469459855528651,0,0,0,0.772394146555059,0.612099108455408,0.158537040328636,0.252043740208036,1.00249932194038,0,1.5412015344456,0,0.214545867008058,0.170631145556341,0,0,NA,0
21,2017-01-01,1,500,0.38118,0,0,0,0,0,0.763410394586943,0.646221313294991,0.151932391005196,0,1.22830220656729,0,0.291806672004455,0.189325160769807,0.614988379763555,0.974478885099047,0.591837935018623,0,0.0922410001039358,0,0.76130945977348,0.722106313259903,0.141405555725554,0.26949075259328,1.06580957634842,0,1.72453280603387,0.0465001819334019,0.315174031484459,0.267735313081278,0,0,NA,0
22,2017-01-01,1,515,0.37963,0,0,0,0,0,0.741772255889077,0.732462247884943,0.146026371790966,0,1.11902309644579,0,0.2721887803228,0.167737340382087,0.778375239233855,0.976619846808569,0.481985288700952,0,0.113681603127728,0,0.849709360023844,0.718847692505498,0.124655544972014,0.256387194652236,1.0446857418247,0,1.75675302140491,0,0.18716329696143,0.186199608996267,0,0,NA,0
23,2017-01-01,1,530,0.32591,0,0,0,0,0,0.796999959419511,0.820943027420156,0.217131380760126,0,1.28135960028943,0,0.282432208377891,0.37901437924086,0.909491863836194,1.04161433900623,0.620938471011885,0,0.180597551984519,0,0.875162032571213,0.715535730316579,0.108318369311154,0.243403570163228,1.02364176019037,0,1.77623181469769,0,0.156792317737937,0.172562623445811,0,0,NA,0
24,2017-01-01,1,545,0.33721,0,0,0,0,0,0.689534246219757,0.796885445999824,0.156572900397875,0,1.2453392879075,0,0.240981340027691,0.368800936328197,0.726886865496158,0.797343518203025,0.659844891240119,0,0.158938880455194,0,0.863812960046522,0.721825288786466,0.0924358703855086,0.230548664487828,1.00267865311649,0,1.7570850856067,0,0.0900378920501442,0.209352286104383,0,0,NA,0
25,2017-01-01,1,600,0.34081,0,0,0,0,0,0.705952920361597,0.702316707218667,0.150632907570445,0,1.22197121228432,0,0.180094991234112,0.358640300915378,0.499970016532684,0.701030891976616,0.47049695032862,0,0.129186061429279,0,0.797801639794424,0.71856690648187,0.077047478491745,0.225229605074035,0.981737930741344,0,1.54859207159714,0,0,0.152826473360959,0,0,NA,0
26,2017-01-01,1,615,0.33142,0,0,0,0,0,0.722443569719941,0.639566962578787,0.13737667875908,0,1.19868669744636,0,0.0860502656777858,0.341267398753387,0.441622725456734,0.712675163484651,0.45416142118724,0,0,0,0.697566986438937,0.715255187547599,0.068223727571938,0.212560290338909,0.971387942824989,0,1.35858833962513,0,0,0.160412511090804,0,0,NA,0
27,2017-01-01,1,630,0.33722,0,0,0,0,0,0.474545715179949,0.587725425601556,0,0,1.0658700436068,0,0,0.206922306116971,0.418521048057562,0.471742030520941,0.357664617780329,0,0,0,0.66045284687116,0.71200240162608,0.0537594457218787,0.192806946467665,0.777976230560644,0,1.13974540015283,0,0,0.0121368799173036,0,0,NA,0
28,2017-01-01,1,645,0.33983,0,0,0,0,0,0.313904436492042,0.517971367640942,0,0,0.878543006260379,0,0,0.0614980651528326,0.378889874981991,0.343637309601885,0.239509169955005,0,0,0,0.658353082200587,0.708696391907275,0.029338808010793,0.152515741626632,0.474961340803747,0,0.735168336712254,0,0,0,0,0,NA,0
29,2017-01-01,1,700,0.34963,0,0,0,0,0,0.327980574336203,0.422990501461051,0,0,0.973408735034332,0,0,0.157189103002576,0.373046861700024,0.3452466888474,0.348048110590638,0,0,0,0.780256796951183,0.705449234607075,0.00848358406180966,0.127349110712499,0.613025577672496,0,0.969367939176586,0,0,0,0,0,NA,0
30,2017-01-01,1,715,0.35797,0,0,0,0,0,0.342171022226952,0.483757326227374,0,0,0.986682229711434,0,0,0.199399660406769,0.350691790263315,0.346857477129994,0.339720071429127,0,0,0,0.82347712179206,0.7021489671156,0,0.149515358134167,0.837960894524835,0,1.0887725735665,0,0,0,0,0,NA,0
31,2017-01-01,1,730,0.38449,0,0,0,0,0,0.397851456442337,0.5557170804073,0.0325660690443272,0,1.13252423613484,0,0.00826076217972184,0.320271642430008,0.328601098379118,0.551385846898178,0.338481210487329,0,0,0,0.80313092164699,0.737255557023199,0.00501662211583381,0.151450080234079,0.868407438901831,0,1.46342834185522,0,0.152868473235784,0.170635433201228,0,0,NA,0
32,2017-01-01,1,745,0.38285,0,0,0,0,0,0.43798660069743,0.543008921520986,0.117459664527372,0,1.14623953839606,0,0.0991957635969046,0.214080466438299,0.63747983808878,0.783337546392093,0.31618462254989,0,0,0,0.782880995360521,0.952348297053236,0,0.13971869618855,1.13087314787651,0,1.73294167998209,0,0.149870962809701,0.207295802387782,0,0,NA,0
33,2017-01-01,1,800,0.37069,0,0,0,0,0,0.402087445920268,0.558822356951492,0.0239934551994361,0,1.29677489453366,0,0.0833246762601361,0.35824602546022,0.612589559404424,0.668033438975709,0.321942046192703,0,0,0,0.853651653131181,1.10439577728023,0,0.128169438639774,1.17437825707716,0,1.82948615517371,0,0.167092215463943,0.137310814221736,0,0,NA,0
34,2017-01-01,1,815,0.3494,0,0,0,0,0,0.263286401562903,0.527228456396495,0,0,1.13705175589106,0,0,0.235690392924216,0.497767599926441,0.370238370424872,0.306780975679479,0,0,0,0.90714468024915,1.09029050431488,0,0.116812408156481,0.87860132035376,0,1.39710340894086,0,0.111547898455625,0,0,0,NA,0
35,2017-01-01,1,830,0.32596,0,0,0,0,0,0.332280263766933,0.533434571407772,0,0,1.08986544370617,0,0.00992021602610418,0.260335999674759,0.56327175023979,0.354937331206519,0.298649853459736,0,0,0,0.951874693964943,0.952111489983162,0,0.105655176803701,0.787677269285478,0,1.37918495905636,0,0.115021990370487,0,0,0,NA,0
36,2017-01-01,1,845,0.32355,0,0,0,0,0,0.116512979964211,0.428742699883318,0,0,1.03120833082569,0,0,0.285456191066999,0.300227027439071,0.282319103450487,0.290555328260344,0,0,0,0.884202850529595,0.928251201531889,0,0.0947188682519705,0.767672374642378,0,1.19504066052424,0,0.0755838437371657,0,0,0,NA,0
37,2017-01-01,1,900,0.31791,20.45,0,0,0,0,0,0.320469495250217,0,0,0.78853432473788,0,0,0.0749660639467975,0.661503199412307,0.228594884418369,0.17166505193062,0,0,0,0.817547340190399,0.756090231220842,0,0.0840148506859934,0.747821413977719,0,0.733533184108966,0,0.072939303073673,0,0,0,NA,0
38,2017-01-01,1,915,0.29099,31.05,0,0,0,0,0,0.292314132568602,0,0,0.700807317081186,0,0,0.0470685782856482,0.617716444620976,0.028822007534775,0.0290955740912164,0,0,0,0.870619068695126,0.676018796330888,0,0.0735612470727386,0.688977066224291,0,0.401518469322526,0,0.047969204393091,0,0,0,NA,0
39,2017-01-01,1,930,0.24638,55.29,0,0,0,0,0,0.193122864679084,0,0,0.69120629303369,0,0,0.0264637302064495,0.53821775135711,0,0,0,0,0,0.89630380238772,0.663328239799475,0,0.0576026085764527,0.39413057018513,0,0.351639325479136,0,0.0853193249204277,0,0,0,NA,0
40,2017-01-01,1,945,0.22253,79.53,0,0,0,0,0,0.213816525470234,0,0,0.692544477270141,0,0,0.0247696229710102,0.623507417777678,0.0472100372134591,0,0,0,0,1.07494740966406,0.76551241494022,0,0.0479083875035815,0.43773074840562,0,0.374785550613993,0,0.126237972265116,0,0,0,NA,0
41,2017-01-01,1,1000,0.23559,142.4,0,0,0,0,0.009238165188519,0.369251880247882,0,0,0.990915383914078,0,0,0.0230969950845348,0.692321412840214,0.196318179189709,0,0,0,0,1.30104212374186,1.17099240060129,0,0.0385704749573078,0.659734365142051,0,0.830972761868957,0,0.263402686611214,0,0,0,NA,0
42,2017-01-01,1,1015,0.29041,190.9,0,0,0,0,0.702540372384216,0.890220238891552,0.132310323099289,0,2.14277157128006,0,0.00435307146349553,0.340461842895965,0.941643866648458,0.84333938606425,0.501544287107023,0,0,0,1.75064514367274,1.9165953938443,0,0.0682742713061158,1.14262402208402,0,1.94133233353851,0,0.526645677405556,0.0605788610436054,0,0,NA,0
43,2017-01-01,1,1030,0.32011,168.9,0,0,0,0,2.1892578377406,1.9558235079557,1.54612782217105,0,4.51371689162141,0,0.979713902262333,1.10871926202204,2.08144917745806,2.87284354307102,1.42527520315208,0,0.458080307615219,0,2.64273061039842,3.38921434690498,0,0.359503062026545,2.83501745199245,0,4.10165078417642,0.701533984411584,1.53653724895168,0.890103323537896,0,0,NA,0.0578265095949456
44,2017-01-01,1,1045,0.3106,308.3,0,0.0872698302715249,0,0,4.11216519807414,3.65686352779173,3.81785586354076,0.0845707644995437,8.25739622775973,0,2.44914725397496,2.26849401093795,4.20874238126098,5.46500442672991,2.98651410296769,0.523151547204992,1.59287811686296,0,4.04767888002476,5.65039603962002,0.141500761250731,0.641655365952968,5.48226607446524,0,6.8788980959793,1.9782092237485,3.23124923358362,2.19936716000719,0.38312731621898,0.523416101142686,NA,0.657745489880722
45,2017-01-01,1,1100,0.37209,474.1,1.01632538489697,1.43319749829139,0.158553956062485,0.359932122244854,8.4228571186907,7.37951726262238,8.95983587769854,1.84060105664091,16.3536937352751,0.142946873912776,6.08592239846298,5.60272175809278,9.46556189312102,11.7151545923976,7.63419075626611,3.47143881693972,4.29898048902025,0.445726507771198,7.21122032243351,11.1038105988875,0.62591419078924,1.50576818564732,9.61700739805223,0.465781643813201,11.7455027481393,4.06189763264634,6.35128578292132,4.43528188452543,1.05928290629495,1.81370604760366,NA,2.24357604882914
46,2017-01-01,1,1115,0.47796,648.3,4.39975106265396,4.75303203340002,1.48650056976032,1.55787202205419,15.0962613632335,12.9219852509368,16.490068569009,6.13526377349306,26.0782564618578,2.98680756609992,12.4178040724928,11.3719308868873,16.0846031286765,20.7671560144585,15.0525216542895,9.65996827604644,8.51206812258247,6.2473123298247,11.0700284346944,17.5640527928581,1.69539332992522,3.3233734665523,15.1728630830529,2.00418185300591,18.6649945953183,7.74194982178044,10.3077071941757,8.29114993523872,2.59670283941281,4.28421682809783,NA,5.27156108896378
47,2017-01-01,1,1130,0.51513,477.8,9.56039065937242,8.58177480380147,3.89983847185445,3.2724733221392,20.9213925919309,17.8591422162697,21.9280287572623,10.9060856941741,32.793634988242,6.51260106694041,18.7167455085774,17.4475022332553,20.8674910980405,27.5067294566162,20.9425375519328,15.7591980889576,13.0941037626094,12.0555094110402,13.8689611025894,22.6233040579131,3.59447468010528,5.83593799223094,20.4530116610776,4.15684912327731,24.5629630679556,11.6317732675847,13.5886221964602,12.3296744765148,4.68332529713071,6.82616926929127,NA,8.40414525146946
48,2017-01-01,1,1145,0.53185,415.7,13.5467129877857,10.6531202547216,6.18409100281338,4.77938201471852,23.8751592194176,20.2910219043938,23.3744118665058,13.5720505362284,35.8021992310328,9.67185741148369,22.1041354188465,20.7302133527531,23.1457955976052,29.5391387874381,24.553158251551,18.8462402244363,15.3163130180115,15.7602005014324,15.098250097508,24.3137138822621,5.26127883317996,7.97506943075237,23.3895239921583,5.42066433358123,27.1044318763981,13.3249041301403,15.0227127899756,14.5591398749839,5.91732336115252,8.86615932955629,NA,10.2383275006335
49,2017-01-01,1,1200,0.57116,623.1,15.9277708534771,12.2751316379567,7.74458162705647,6.04645299806272,26.6125329377153,22.4935680222023,24.712304741725,15.6169772243569,38.1359688015445,13.617875554355,23.2600510250022,21.9056341647473,23.2557375835166,29.8857654511139,27.6548135717683,20.8801714546795,17.1282515229406,23.8469868174383,15.9287752693333,26.4047626710745,6.79508219614307,9.89183974536247,25.5712714912079,7.20948910600311,30.2512734582049,15.6119738614349,15.7401545258025,16.755340674125,7.23979664536838,10.5749373691563,NA,12.1194094592547
50,2017-01-01,1,1215,0.59758,501.9,16.6337434134962,12.8785399630742,8.78434436458968,6.66255692444783,27.9391503783408,23.953207651365,24.1539675037463,15.8293958301931,37.3966293066343,15.2525262227477,22.6340323037645,21.8491335853766,22.2302401580365,29.2337915984096,26.134458193675,21.0144603732869,18.0008650790271,29.2900838965642,16.2870990740028,27.3576830677508,8.23076683556721,11.4880150966612,27.1865789772407,8.42018351676124,31.1293639391624,16.4829920612765,16.5436663239125,18.0399270797476,7.81746133841075,11.9383657999618,NA,13.6334821698987
51,2017-01-01,1,1230,0.60933,442.1,16.4991677734875,13.7916875957851,9.08080583069872,7.19737277583702,27.8878179282834,24.7755808054329,22.4828523039501,14.8619369974975,35.392224391794,14.7628551280702,21.6989542730842,21.7191798643997,21.6691545861469,28.1658938950557,23.7516804316805,20.6215680778827,17.9268964882467,29.2754459443346,15.580959729303,27.3487895859409,8.5076033875815,12.0764845250978,27.8443108211063,8.53082480718515,30.6619008136739,15.6189786537587,16.4961346006712,17.7668277292753,7.83855882812893,12.1318153135054,NA,14.064951151524
52,2017-01-01,1,1245,0.57389,364.9,16.5274824308447,13.9600322737513,9.44461413540688,7.2926752716626,27.0090222947512,23.8762428979752,21.9226963219682,14.8371548744473,34.8109149675852,14.126794651922,21.6159599861592,21.6148963444799,21.333378406761,27.3432314353755,21.3949344067709,20.5130301095665,17.6940652916272,27.9179456973785,15.1917759884885,26.842761574671,8.76907604930247,12.1910144258445,27.9558930495453,8.80051624572378,30.2342809626948,15.7251231870207,16.1248629100352,17.8878805726444,7.8975123542636,12.1175010777241,NA,14.0257118907513
53,2017-01-01,1,1300,0.54616,406.5,16.47490532191,13.9208481703814,9.67002813512508,7.41778871104991,26.6258052353821,23.2039880005126,21.8981702549681,14.9978805446265,34.7318386259673,13.6090983075816,21.9835005030489,21.6308520007804,21.3832574359634,26.722066501208,20.1838633099738,19.8462797974462,17.8745366859985,27.9570092945427,15.1499744311804,27.1754752922853,8.82298644481019,12.5809610810091,27.6459020413692,8.89586359980838,29.9535985713615,16.4344828016035,16.2618871492365,18.1819171975025,8.13946242528973,12.1031900142921,NA,14.3914269398742
54,2017-01-01,1,1315,0.58893,416.3,16.5315281254392,14.0208084301072,9.69015374473046,7.34041449719179,26.2469296938708,22.4239329910214,21.8150332930937,14.8797849296706,34.570302400909,12.6376793662956,21.9802994953145,21.6723470421258,21.3779501174574,26.2336930500793,19.7050652571265,19.7793100561523,17.7688781864781,27.9949665993418,15.108194506165,27.0434068428133,8.97336214215181,12.6347942309017,26.9868430732234,8.32048330357265,29.5684653504263,16.5193915991712,16.3304807168794,17.7360762016775,7.99624600598001,11.8394854756615,NA,14.0659323965338
55,2017-01-01,1,1330,0.55247,271.7,16.6975612531842,13.8660251865108,9.55126480705625,7.01867289822546,24.4399114931305,21.25488981302,20.8019989660375,14.7846424641754,34.1618661547649,11.9393173207256,22.1105442740046,21.7138569975572,20.5551680098386,25.2905454475472,19.0080840652829,19.5149874761829,17.6326196422691,27.6113749532278,14.7658257733737,26.2325900529911,8.81669370534999,12.3919277441689,25.8657774069279,7.45609724901037,28.0385177555232,15.9770011987221,16.375903279251,17.1496362186693,7.83504183900915,10.5702870366624,NA,13.3695996502667
56,2017-01-01,1,1345,0.56325,340.6,16.3436003583268,13.8268907910902,8.97516593332134,6.82839691295186,22.4549959221003,20.2857665515652,20.5204030706028,14.1621566327146,33.4712430002553,11.3172689075031,21.9216298641142,21.7064053953229,20.1733633003411,24.2756611134512,19.0984557185341,17.7186547751391,16.686415152171,25.4396087581288,14.1110835437462,25.7679049126442,8.24674253407535,11.796748631222,24.4987004326449,6.76941052195965,25.8921819017597,14.6134778569561,15.7993039154737,15.8695350853122,7.29874792518679,10.0279558850395,NA,12.8486269723985
57,2017-01-01,1,1400,0.5711,360.3,16.3183720338436,13.3540501971739,8.84007098251965,6.69626118608884,23.5796610784076,20.2773585184407,20.6679665432991,14.0914492738723,33.4354539535692,11.35967476771,21.8917729979547,21.6989542730842,20.1145822060894,24.8268784931563,19.210752929587,18.7592013061239,16.3395633350039,26.441210859787,14.344138837902,25.7602100308297,8.09432435563867,11.8071927367989,24.149623427155,6.83928005500127,26.7619178042429,15.0515278468682,16.0272656047166,15.8444458152942,7.37343205072342,10.014144451459,NA,13.0399080655669
58,2017-01-01,1,1415,0.57376,375.4,16.6752704481129,13.7496614248694,8.65965007730255,6.52313315007477,24.9644980548414,20.4382753382603,21.9824334907518,15.1042165952615,34.5029406176859,11.9478816478839,22.0219194159848,21.812902356746,20.0558333285045,25.5383438542466,19.346089014831,20.0264709893652,16.8821808063228,27.5167454774581,13.8836424321414,25.269733523397,8.03509706136145,11.6317732675847,23.6834937585467,7.13944052548672,26.9702109013638,15.2236392906962,15.9106976028003,15.9117018165376,7.52060855831688,10.0979886262468,NA,13.1851697579537
