"Date","DOY","Interval","VPD","HBON9","HBOS9","HBIN9","HBIS9","HBON10","HBOS10","HBON11","HBON12","HBOS12","HBON13","HBON14","HBOS14","HBON15","HBON16","HBOS16","HBON17","HAON1","HAOS1","HAIN1","HAIS1","HAOS2","HAON2","HAON3","HAOS3","HAON4","HAOS4","HAON5","HAON6","HAOS6","HAON7","HAON8","HAOS8"
2017-06-01,152,"Night",1.772267,11.366501133,10.686629528,15.127173188,10.171488926,25.964524187,10.29907288,26.917545937,22.715430448,17.004923267,7.347695053,13.977455017,15.958262505,386.436856031,9.502826475,11.353225204,32.594938447,31.854031749,7.038482004,10.463036815,6.427019521,6.060452824,13.283353992,4.897631268,9.021772404,18.373591015,5.000044739,5.380029064,5.837194164,46.49986513,11.653289953,4.179808857,7.584186824
2017-06-02,153,"Night",2.596233,11.362252192,19.498622821,21.928353383,11.262289224,26.049886557,14.71038598,27.87021407,22.929453401,28.777526983,0.384005819,14.439251977,15.652105191,163.842252452,16.201910404,13.809988705,46.249086466,29.264332073,7.233179328,7.643156401,6.055346889,5.188860203,11.322511538,17.148769576,15.160777876,15.446150965,8.85013591,11.018971128,8.495903213,14.846899721,8.485714095,2.77574388,7.645329958
2017-06-03,154,"Night",2.595164,14.106944981,25.269903874,29.867790587,14.580498867,31.410857645,18.709809072,32.332852907,25.386327529,30.525817286,1.403808054,18.01730692,20.206377517,677.506894827,21.807140457,16.048851117,56.632485033,34.915608086,12.451289607,11.648684822,9.763028781,6.445929639,12.247501002,28.751501552,18.608083385,20.771025234,12.268243753,14.92706917,10.426966539,91.69251287,4.606160332,17.074875993,2.555044213
2017-06-04,155,"Night",-2.22e-16,2.747032844,0.101766009,17.405531135,5.735550006,0.424719665,6.908533505,0.760000103,0.69095003,9.057348075,5.029690949,1.682062996,2.198662666,390.42376685,11.640057117,11.794121325,7.413518023,3.573672978,9.753484341,0.032110405,1.488256696,5.543517962,4.290783376,14.152119851,6.772703511,0.029458003,13.625780479,8.243509778,6.532634341,17.519333305,0.013197776,71.247352166,0.814328002
2017-06-05,156,"Night",0,3.044010627,6.694021693,11.941697618,4.04429209,2.290283198,2.135003967,1.280472828,0.299489866,8.907133786,6.678097414,4.399124242,5.086568211,307.675994183,8.153168673,7.097971795,3.065856069,2.942895808,5.042613694,1.718083092,1.120794199,6.991893436,4.669784377,17.263657818,8.144916719,0.396233972,10.523785124,11.550740211,3.249313272,3.608944215,5.724600409,0.49727376,0.392576082
2017-06-06,157,"Night",16.9442,66.681098533,66.438619813,74.284052924,37.90984859,107.14721548,49.090716019,112.529671049,79.182531044,72.859008719,15.034496928,64.414560705,90.723022339,52.743423754,42.312346993,51.247842258,147.71340392,74.169186718,16.13909366,28.678419236,16.055657541,13.311202493,30.75557185,12.006242706,21.33687158,46.794735741,6.43382133,19.910835836,8.689811174,537.724528338,19.054659157,10.706951253,21.897285707
2017-06-07,158,"Night",12.529351,25.808236729,8.43902783,57.005336133,13.663439542,55.563354739,9.283877441,48.788616167,23.346284071,39.046605571,0.259097401,17.047754969,21.669337966,6.951436895,16.970614048,12.181268061,94.191781857,39.886540606,5.160744228,11.635676237,7.633829335,5.288793862,8.343475683,8.197542454,13.322224825,8.946996295,2.159825207,10.232983994,15.147767458,576.155190611,11.996715945,5.597062339,16.436189003
2017-06-08,159,"Night",10.389718,35.423783793,17.549357339,61.913035272,22.959246571,102.625444952,25.556338959,80.27137178,67.117742629,51.240182316,5.446842375,40.030763227,50.273437313,6.430513959,25.73878277,28.616249193,103.126531544,60.054889785,10.161239104,17.995953771,12.03475589,8.619453937,17.889658587,3.232122656,14.070228406,43.086485546,11.599569331,8.815835865,13.737016946,307.804707538,38.322708241,16.816225208,11.311341153
2017-06-09,160,"Night",1.76662,7.114842439,9.525320901,12.474584617,5.414232501,15.508700592,7.544880276,17.30715101,12.300784253,13.030823306,0.703316194,8.774760049,15.513503816,1.834046623,13.019264009,9.231376418,32.99553265,28.481416018,8.469957649,10.200540841,6.830362689,1.642570405,4.784382938,7.350139896,9.183225183,11.153622381,3.969017735,6.46369094,1.360746098,172.753365933,7.395284439,48.938049141,0.281197376
2017-06-10,161,"Night",1.791901,18.46761445,25.628638583,25.946346933,15.971818014,37.171720771,23.612762555,42.30631546,29.648609508,28.666978413,1.071084916,22.290097682,33.052542646,29.933466678,25.498841318,19.840335041,57.550567328,50.828320002,16.26332557,18.726374337,15.857025907,7.660880148,13.84319136,17.19642189,20.353982853,26.730298158,14.784129991,17.19294662,5.837386289,506.375966854,11.480427793,8.453021127,12.10259748
