Date,DOY,Time,VPD,PAR,Probe_1,Probe_2,Probe_3,Probe_4,Probe_5,Probe_6,Probe_7,Probe_8,Probe_9,Probe_10,Probe_11,Probe_12,Probe_13,Probe_14,Probe_15,Probe_16,Probe_17,Probe_18,Probe_19,Probe_20,Probe_21,Probe_22,Probe_23,Probe_24,Probe_25,Probe_26,Probe_27,Probe_28,Probe_29,Probe_30,Probe_31,Probe_32
4/1/2017,91,0,0.30154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0
4/1/2017,91,15,0.32023,0,0,0.00022574,0,0,0.0010161,0.0002422,0,0.00051082,0.00024925,0.00076089,0.002634,0.00017462,0.0003059,0,0.00015974,0,0,6.86E-05,0,0,0,0,0,0,0,0,0,0,.,0,0,0
4/1/2017,91,30,0.36292,0,0,0.00045148,0,0,0.0038619,0.0003404,0,0.0010216,0.00034626,0.00014027,0.0041023,0.0012595,0,0,0.00046739,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0
4/1/2017,91,45,0.40938,0,0,0.0019541,0,0,0.0056476,0.0021692,6.63E-05,0.0016885,0.00029105,0.0043699,0.0081114,0.0080061,0.00091833,0.00026077,0.0037443,0.0054905,0,0,0,0,0,0,0,0,0.0046638,0.0024531,0,0.005991,.,0.0044342,0.0016764,0
4/1/2017,91,100,0.41758,0,0.00787,0.0097264,0.0020541,0.0031919,0.014865,0.0076409,0.0087133,0.0092737,0.0037466,0.0065332,0.016097,0.020165,0.007668,0.0072245,0.011102,0.02087,0.0020579,0.00012147,0,0,0,0.0040452,0,0.0034118,0.015371,0.0086618,0.00014611,0.011877,.,0.013141,0.0069978,0
4/1/2017,91,115,0.42603,0,0.01102,0.010325,0.0076738,0.0043181,0.018404,0.0083231,0.014178,0.014883,0.0053773,0.009408,0.022288,0.029393,0.0093468,0.01444,0.017952,0.029711,0.0094597,0.0017201,0.00018702,0,0.0010227,0.010129,0.0011162,0.0079031,0.023153,0.013006,0.0022167,0.017078,.,0.018923,0.012378,0.0062369
4/1/2017,91,130,0.44642,0,0.018478,0.015403,0.013088,0.0059694,0.026245,0.01253,0.020461,0.020063,0.010724,0.013148,0.028729,0.037965,0.013615,0.017277,0.024116,0.037351,0.021477,0.0068716,0.0067457,0.0019851,0.0062345,0.018583,0.0039098,0.016204,0.035315,0.019044,0.0075222,0.023708,.,0.028503,0.016882,0.014246
4/1/2017,91,145,0.46522,0,0.029258,0.022237,0.020696,0.011313,0.038254,0.019601,0.028518,0.029387,0.014247,0.017344,0.037399,0.051663,0.018094,0.022697,0.034284,0.047484,0.030691,0.0092683,0.013391,0.0034268,0.0061623,0.024843,0.0092167,0.024335,0.049487,0.020445,0.014671,0.02518,.,0.038103,0.022056,0.016011
4/1/2017,91,200,0.44686,0,0.032828,0.029931,0.023135,0.01325,0.043581,0.024049,0.03497,0.036534,0.018108,0.020998,0.043847,0.059235,0.018063,0.026062,0.037453,0.05312,0.032302,0.010427,0.013428,0.003389,0.0060901,0.020751,0.0098784,0.026383,0.051908,0.02079,0.018603,0.020687,.,0.041122,0.021908,0.014185
4/1/2017,91,215,0.43582,0,0.032572,0.030163,0.02356,0.012803,0.044328,0.024296,0.035974,0.037061,0.016004,0.019346,0.042706,0.057708,0.018206,0.027659,0.035868,0.050844,0.027161,0.0083189,0.0080271,0.0033512,0.0058782,0.017456,0.00887,0.021511,0.046317,0.018115,0.016839,0.015177,.,0.035387,0.019563,0.014226
4/1/2017,91,230,0.414,0,0.033497,0.030588,0.023985,0.015278,0.047553,0.026054,0.036508,0.037588,0.019718,0.018988,0.043924,0.053166,0.012285,0.020862,0.038089,0.04568,0.025103,0.008388,0.0074802,0.0033134,0.005806,0.01754,0.0020703,0.018963,0.040018,0.013215,0.0087004,0.0016001,.,0.029403,0.013035,0.013694
