System,Tree,Month,Diameter,r,Total Area,>40mm,20-40mm,0-20mm
2,HO11,Sep,15.8,6.4,128.6796351,18.09557368,42.72566009,67.85840132
2,HO11,Oct,21.4,9.2,265.9044022,84.94866535,77.91149781,103.044239
2,HO11,Nov,15.9,6.45,130.6981084,18.8574099,43.35397862,68.48671985
2,HO11,Dec,15.9,6.45,130.6981084,18.8574099,43.35397862,68.48671985
2,HO12,Jan,12.2,4.6,66.47610055,1.130973355,20.10619298,45.23893421
2,HO12,Feb,12.2,4.6,66.47610055,1.130973355,20.10619298,45.23893421
2,HO12,Mar,12.4,4.7,69.39778172,1.5393804,21.36283004,46.49557127
2,HO12,Apr,12.95,4.975,77.75638167,2.986476516,24.81858196,49.95132319
2,HO12,May,13.25,5.125,82.51589454,3.976078202,26.70353756,51.83627878
2,HO12,Jun,13.45,5.225,85.76744294,4.714352476,27.96017462,53.09291585
2,HO12,Jul,13.65,5.325,89.08182319,5.515458602,29.21681168,54.34955291
2,HO12,Aug,13.8,5.4,91.60884178,6.157521601,30.15928947,55.2920307
2,HO12,Sep,13.9,5.45,93.31315579,6.605198554,30.78760801,55.92034923
2,HO12,Oct,16.1,6.55,134.7821788,20.42820623,44.61061568,69.74335691
2,HO12,Nov,14,5.5,95.03317777,7.068583471,31.41592654,56.54866776
2,HO12,Dec,14,5.5,95.03317777,7.068583471,31.41592654,56.54866776
2,HO13,Jan,14.5,5.75,103.8689071,9.621127502,34.55751919,59.69026042
2,HO13,Feb,14.4,5.7,102.0703453,9.079202769,33.92920066,59.06194189
2,HO13,Mar,14.55,5.775,104.7740785,9.897980354,34.87167845,60.00441968
2,HO13,Apr,14.95,5.975,112.1568212,12.25417484,37.38495258,62.51769381
2,HO13,May,15.35,6.175,119.7908914,14.86169675,39.8982267,65.03096793
2,HO13,Jun,15.65,6.325,125.6813776,16.98227179,41.78318229,66.91592352
2,HO13,Jul,15.9,6.45,130.6981084,18.8574099,43.35397862,68.48671985
2,HO13,Aug,16.1,6.55,134.7821788,20.42820623,44.61061568,69.74335691
2,HO13,Sep,16.4,6.7,141.0260942,22.90221044,46.49557127,71.6283125
2,HO13,Oct,19.75,8.375,220.3532722,60.13204689,67.54424205,92.67698328
2,HO13,Nov,16.7,6.85,147.4113813,25.51758633,48.38052687,73.51326809
2,HO13,Dec,16.7,6.85,147.4113813,25.51758633,48.38052687,73.51326809
2,HO14,Jan,16.7,6.85,147.4113813,25.51758633,48.38052687,73.51326809
2,HO14,Feb,16.7,6.85,147.4113813,25.51758633,48.38052687,73.51326809
2,HO14,Mar,16.75,6.875,148.4893403,25.96722678,48.69468613,73.82742736
2,HO14,Apr,17.1,7.05,156.1450089,29.22466566,50.89380099,76.02654222
2,HO14,May,17.35,7.175,161.7311533,31.66921744,52.46459731,77.59733854
2,HO14,Jun,17.6,7.3,167.4154725,34.211944,54.03539364,79.16813487
2,HO14,Jul,17.85,7.425,173.1979665,36.85284532,55.60618997,80.7389312
2,HO14,Aug,18,7.5,176.7145868,38.48451001,56.54866776,81.68140899
2,HO14,Sep,18.1,7.55,179.0786352,39.59192142,57.1769863,82.30972752
2,HO14,Oct,19.1,8.05,203.5830579,51.5299735,63.4601716,88.59291283
2,HO14,Nov,18.4,7.7,186.2650284,43.00840343,59.06194189,84.19468312
2,HO14,Dec,18.2,7.6,181.4583917,40.71504079,57.80530483,82.93804605
2,HO15,Jan,11.4,4.2,55.41769441,0.125663706,15.07964474,40.21238597
2,HO15,Feb,11.2,4.1,52.81017251,0.031415927,13.82300768,38.9557489
2,HO15,Mar,11.3,4.15,54.10607948,0.070685835,14.45132621,39.58406744
2,HO15,Apr,11.5,4.25,56.74501731,0.196349541,15.70796327,40.8407045
2,HO15,May,11.75,4.375,60.13204689,0.441786467,17.27875959,42.41150082
2,HO15,Jun,11.9,4.45,62.21138852,0.636172512,18.22123739,43.35397862
2,HO15,Jul,11.95,4.475,62.91235638,0.708821842,18.53539666,43.66813788
2,HO15,Aug,12,4.5,63.61725124,0.785398163,18.84955592,43.98229715
2,HO15,Sep,12.1,4.55,65.03882191,0.950331778,19.47787445,44.61061568
2,HO15,Oct,15.35,6.175,119.7908914,14.86169675,39.8982267,65.03096793
2,HO15,Nov,12.1,4.55,65.03882191,0.950331778,19.47787445,44.61061568
2,HO15,Dec,12.2,4.6,66.47610055,1.130973355,20.10619298,45.23893421
2,HO16,Jan,14.9,5.95,111.2202339,11.94590607,37.07079331,62.20353454
2,HO16,Feb,14.8,5.9,109.3588403,11.34114948,36.44247478,61.57521601
2,HO16,Mar,14.9,5.95,111.2202339,11.94590607,37.07079331,62.20353454
2,HO16,Apr,15.25,6.125,117.8588119,14.18625433,39.26990817,64.4026494
2,HO16,May,15.5,6.25,122.718463,15.90431281,40.8407045,65.97344573
2,HO16,Jun,15.65,6.325,125.6813776,16.98227179,41.78318229,66.91592352
2,HO16,Jul,15.8,6.4,128.6796351,18.09557368,42.72566009,67.85840132
2,HO16,Aug,15.9,6.45,130.6981084,18.8574099,43.35397862,68.48671985
2,HO16,Sep,16.2,6.6,136.847776,21.23716634,45.23893421,70.37167544
2,HO16,Oct,16.05,6.525,133.7552707,20.02961666,44.29645642,69.42919764
2,HO16,Nov,16.3,6.65,138.9290811,22.06183441,45.86725274,70.99999397
2,HO16,Dec,16.2,6.6,136.847776,21.23716634,45.23893421,70.37167544
2,HO17,Jan,14.7,5.85,107.5131546,10.75210086,35.81415625,60.94689748
2,HO17,Feb,14.7,5.85,107.5131546,10.75210086,35.81415625,60.94689748
2,HO17,Mar,14.8,5.9,109.3588403,11.34114948,36.44247478,61.57521601
2,HO17,Apr,15.25,6.125,117.8588119,14.18625433,39.26990817,64.4026494
2,HO17,May,15.5,6.25,122.718463,15.90431281,40.8407045,65.97344573
2,HO17,Jun,15.45,6.225,121.7386788,15.55284713,40.52654523,65.65928646
2,HO17,Jul,15.45,6.225,121.7386788,15.55284713,40.52654523,65.65928646
2,HO17,Aug,15.5,6.25,122.718463,15.90431281,40.8407045,65.97344573
2,HO17,Sep,15.7,6.35,126.6768698,17.34944543,42.09734156,67.23008279
2,HO17,Oct,14.95,5.975,112.1568212,12.25417484,37.38495258,62.51769381
2,HO17,Nov,15.7,6.35,126.6768698,17.34944543,42.09734156,67.23008279
2,HO17,Dec,15.6,6.3,124.6898124,16.61902514,41.46902303,66.60176426
3,LA1,Jan,18.25,7.625,182.6541604,41.28249096,58.11946409,83.25220532
3,LA1,Feb,18.15,7.575,180.26655,40.15151761,57.49114556,82.62388679
3,LA1,Mar,18.25,7.625,182.6541604,41.28249096,58.11946409,83.25220532
3,LA1,Apr,18.475,7.7375,188.0837161,43.88461325,59.53318079,84.66592201
3,LA1,May,18.825,7.9125,196.6877529,48.09042042,61.73229564,86.86503687
3,LA1,Jun,19.1,8.05,203.5830579,51.5299735,63.4601716,88.59291283
3,LA1,Jul,19.05,8.025,202.3205304,50.89576448,63.14601234,88.27875357
3,LA1,Aug,18.95,7.975,199.8072563,49.63912742,62.51769381,87.65043504
3,LA1,Sep,19.1,8.05,203.5830579,51.5299735,63.4601716,88.59291283
3,LA1,Oct,17.95,7.475,175.538453,37.93669479,56.2345085,81.36724973
3,LA1,Nov,19.3,8.15,208.672438,54.10607948,64.71680866,89.84954989
3,LA1,Dec,19.25,8.125,207.3942025,53.4561625,64.4026494,89.53539063
3,LA2,Jan,19.8,8.4,221.6707776,60.82123377,67.85840132,92.99114255
3,LA2,Feb,19.8,8.4,221.6707776,60.82123377,67.85840132,92.99114255
3,LA2,Mar,19.75,8.375,220.3532722,60.13204689,67.54424205,92.67698328
3,LA2,Apr,20.15,8.575,231.0032713,65.75549774,70.05751618,95.1902574
3,LA2,May,20.45,8.725,239.1557042,70.13801949,71.94247177,97.075213
3,LA2,Jun,20.7,8.85,246.0573906,73.89811319,73.51326809,98.64600932
3,LA2,Jul,20.85,8.925,250.2455263,76.20129331,74.45574589,99.58848712
3,LA2,Aug,20.9,8.95,251.6494255,76.97687399,74.76990516,99.90264638
3,LA2,Sep,21,9,254.4690049,78.53981634,75.39822369,100.5309649
3,LA2,Oct,19.85,8.425,222.99221,61.51434765,68.17256058,93.30530181
3,LA2,Nov,21.6,9.3,271.7163486,88.24733764,79.16813487,104.3008761
3,LA2,Dec,21.4,9.2,265.9044022,84.94866535,77.91149781,103.044239
3,LA3,Jan,22.4,9.7,295.5924528,102.0703453,84.19468312,109.3274243
3,LA3,Feb,22.2,9.6,289.529179,98.52034562,82.93804605,108.0707873
3,LA3,Mar,22.4,9.7,295.5924528,102.0703453,84.19468312,109.3274243
3,LA3,Apr,22.7,9.85,304.8051732,107.5131546,86.07963871,111.2123799
3,LA3,May,23.2,10.1,320.4738666,116.8986626,89.22123136,114.3539726
3,LA3,Jun,23.6,10.3,333.2915646,124.6898124,91.73450548,116.8672467
3,LA3,Jul,24.05,10.525,348.0118897,133.7552707,94.56193887,119.6946801
3,LA3,Aug,24.4,10.7,359.6809429,141.0260942,96.76105373,121.893795
3,LA3,Sep,24.6,10.8,366.4353671,145.2672443,98.01769079,123.150432
3,LA3,Oct,18.65,7.825,192.3616817,45.96346402,60.63273821,85.76547944
3,LA3,Nov,25.1,11.05,383.596317,156.1450089,101.1592834,126.2920247
3,LA3,Dec,25.1,11.05,383.596317,156.1450089,101.1592834,126.2920247
3,LA4,Jan,20.2,8.6,232.3521927,66.47610055,70.37167544,95.50441667
3,LA4,Feb,19.9,8.45,224.3175694,62.21138852,68.48671985,93.61946108
3,LA4,Mar,20.2,8.6,232.3521927,66.47610055,70.37167544,95.50441667
3,LA4,Apr,20.8,8.9,248.8455541,75.42963961,74.14158662,99.27432785
3,LA4,May,21.1,9.05,257.3042923,80.11846665,76.02654222,101.1592834
3,LA4,Jun,21.35,9.175,264.4612331,84.13381476,77.59733854,102.7300798
3,LA4,Jul,21.55,9.275,270.2574715,87.41677908,78.85397561,103.9867168
3,LA4,Aug,21.5,9.25,268.8025214,86.59014751,78.53981634,103.6725576
3,LA4,Sep,21.8,9.4,277.5911269,91.60884178,80.42477193,105.5575132
3,LA4,Oct,19.05,8.025,202.3205304,50.89576448,63.14601234,88.27875357
3,LA4,Nov,22.1,9.55,286.521104,96.76890771,82.30972752,107.4424688
3,LA4,Dec,22.1,9.55,286.521104,96.76890771,82.30972752,107.4424688
3,LA5,Jan,16.2,6.6,136.847776,21.23716634,45.23893421,70.37167544
3,LA5,Feb,16,6.5,132.7322896,19.63495408,43.98229715,69.11503838
3,LA5,Mar,15.9,6.45,130.6981084,18.8574099,43.35397862,68.48671985
3,LA5,Apr,16.25,6.625,137.8864651,21.64753688,45.55309348,70.68583471
3,LA5,May,16.65,6.825,146.3373493,25.07187287,48.0663676,73.19910883
3,LA5,Jun,16.9,6.95,151.7467792,27.33971007,49.63716393,74.76990516
3,LA5,Jul,17,7,153.93804,28.27433388,50.26548246,75.39822369
3,LA5,Aug,17.1,7.05,156.1450089,29.22466566,50.89380099,76.02654222
3,LA5,Sep,17.3,7.15,160.6060704,31.17245311,52.15043805,77.28317928
3,LA5,Oct,16.7,6.85,147.4113813,25.51758633,48.38052687,73.51326809
3,LA5,Nov,17.7,7.35,169.7166891,35.25652355,54.66371217,79.7964534
3,LA5,Dec,17.5,7.25,165.1299639,33.1830724,53.40707511,78.53981634
3,LA6,Jan,19.9,8.45,224.3175694,62.21138852,68.48671985,93.61946108
3,LA6,Feb,19.4,8.2,211.24069,55.41769441,65.34512719,90.47786842
3,LA6,Mar,19.2,8.1,206.119894,52.81017251,64.08849013,89.22123136
3,LA6,Apr,19.75,8.375,220.3532722,60.13204689,67.54424205,92.67698328
3,LA6,May,20.5,8.75,240.5281875,70.88218425,72.25663103,97.38937226
3,LA6,Jun,20.7,8.85,246.0573906,73.89811319,73.51326809,98.64600932
3,LA6,Jul,20.95,8.975,253.0572517,77.75638167,75.08406442,100.2168056
3,LA6,Aug,21.2,9.1,260.1552876,81.71282492,76.65486075,101.787602
3,LA6,Sep,21,9,254.4690049,78.53981634,75.39822369,100.5309649
3,LA6,Oct,20.35,8.675,236.4225186,68.66147094,71.31415324,96.44689447
3,LA6,Nov,21.1,9.05,257.3042923,80.11846665,76.02654222,101.1592834
3,LA6,Dec,20.9,8.95,251.6494255,76.97687399,74.76990516,99.90264638
3,LA7,Jan,20.9,8.95,251.6494255,76.97687399,74.76990516,99.90264638
3,LA7,Feb,20.6,8.8,243.2849351,72.38229474,72.88494956,98.01769079
3,LA7,Mar,20.75,8.875,247.4495089,74.66191291,73.82742736,98.96016859
3,LA7,Apr,21.25,9.125,261.5866758,82.51589454,76.96902001,102.1017612
3,LA7,May,21.8,9.4,277.5911269,91.60884178,80.42477193,105.5575132
3,LA7,Jun,22.35,9.675,294.0707438,101.1769549,83.88052385,109.0132651
3,LA7,Jul,22.75,9.875,306.3543711,108.4340339,86.39379797,111.5265392
3,LA7,Aug,22.9,9.95,311.0255267,111.2202339,87.33627577,112.469017
3,LA7,Sep,23.1,10.05,317.308712,114.9901451,88.59291283,113.7256541
3,LA7,Oct,21.3,9.15,263.0219909,83.32289115,77.28317928,102.4159205
3,LA7,Nov,23.8,10.4,339.7946614,128.6796351,92.99114255,118.1238838
3,LA7,Dec,23.6,10.3,333.2915646,124.6898124,91.73450548,116.8672467
3,LA8,Jan,19.2,8.1,206.119894,52.81017251,64.08849013,89.22123136
3,LA8,Feb,19.5,8.25,213.82465,56.74501731,65.97344573,91.10618695
3,LA8,Mar,19.15,8.075,204.8495125,52.16810951,63.77433087,88.9070721
3,LA8,Apr,19.4,8.2,211.24069,55.41769441,65.34512719,90.47786842
3,LA8,May,19.75,8.375,220.3532722,60.13204689,67.54424205,92.67698328
3,LA8,Jun,20,8.5,226.9800692,63.61725124,69.11503838,94.24777961
3,LA8,Jul,20.45,8.725,239.1557042,70.13801949,71.94247177,97.075213
3,LA8,Aug,20.8,8.9,248.8455541,75.42963961,74.14158662,99.27432785
3,LA8,Sep,20.6,8.8,243.2849351,72.38229474,72.88494956,98.01769079
3,LA8,Oct,21.25,9.125,261.5866758,82.51589454,76.96902001,102.1017612
3,LA8,Nov,20.9,8.95,251.6494255,76.97687399,74.76990516,99.90264638
3,LA8,Dec,20.8,8.9,248.8455541,75.42963961,74.14158662,99.27432785
3,LA9,Jan,19.4,8.2,211.24069,55.41769441,65.34512719,90.47786842
3,LA9,Feb,19.1,8.05,203.5830579,51.5299735,63.4601716,88.59291283
3,LA9,Mar,19.35,8.175,209.9546005,54.75992345,65.03096793,90.16370916
3,LA9,Apr,19.8,8.4,221.6707776,60.82123377,67.85840132,92.99114255
3,LA9,May,20,8.5,226.9800692,63.61725124,69.11503838,94.24777961
3,LA9,Jun,20.2,8.6,232.3521927,66.47610055,70.37167544,95.50441667
3,LA9,Jul,20.45,8.725,239.1557042,70.13801949,71.94247177,97.075213
3,LA9,Aug,20.6,8.8,243.2849351,72.38229474,72.88494956,98.01769079
3,LA9,Sep,20.8,8.9,248.8455541,75.42963961,74.14158662,99.27432785
3,LA9,Oct,23.35,10.175,325.2510509,119.7908914,90.16370916,115.2964504
3,LA9,Nov,21.4,9.2,265.9044022,84.94866535,77.91149781,103.044239
3,LA9,Dec,21.5,9.25,268.8025214,86.59014751,78.53981634,103.6725576
3,LB10,Jan,24.15,10.575,351.3262699,135.8130139,95.1902574,120.3229986
3,LB10,Feb,23.95,10.475,344.7132174,131.7132355,93.93362034,119.0663616
3,LB10,Mar,24.25,10.625,354.6563582,137.8864651,95.81857593,120.9513172
3,LB10,Apr,24.65,10.825,368.1337906,146.3373493,98.33185006,123.4645913
3,LB10,May,25,11,380.1327111,153.93804,100.5309649,125.6637061
3,LB10,Jun,25.3,11.15,390.5706527,160.6060704,102.4159205,127.5486617
3,LB10,Jul,25.85,11.425,410.0740526,173.1979665,105.8716724,131.0044137
3,LB10,Aug,26.25,11.625,424.5567947,182.6541604,108.3849465,133.5176878
3,LB10,Sep,26.55,11.775,435.5837849,189.9112394,110.2699021,135.4026434
3,LB10,Oct,24.475,10.7375,362.2064889,142.6091624,97.23229263,122.3650339
3,LB10,Nov,27,12,452.3893421,201.0619298,113.0973355,138.2300768
3,LB10,Dec,27.1,12.05,456.1671073,203.5830579,113.7256541,138.8583953
3,LB11,Jan,18.4,7.7,186.2650284,43.00840343,59.06194189,84.19468312
3,LB11,Feb,18.1,7.55,179.0786352,39.59192142,57.1769863,82.30972752
3,LB11,Mar,18.2,7.6,181.4583917,40.71504079,57.80530483,82.93804605
3,LB11,Apr,18.65,7.825,192.3616817,45.96346402,60.63273821,85.76547944
3,LB11,May,18.65,7.825,192.3616817,45.96346402,60.63273821,85.76547944
3,LB11,Jun,18.5,7.75,188.6919088,44.17864669,59.69026042,84.82300165
3,LB11,Jul,18.6,7.8,191.134497,45.36459792,60.31857895,85.45132018
3,LB11,Aug,18.7,7.85,193.5927933,46.56625711,60.94689748,86.07963871
3,LB11,Sep,18.8,7.9,196.0667975,47.78362426,61.57521601,86.70795724
3,LB11,Oct,18.25,7.625,182.6541604,41.28249096,58.11946409,83.25220532
3,LB11,Nov,19.1,8.05,203.5830579,51.5299735,63.4601716,88.59291283
3,LB11,Dec,19.1,8.05,203.5830579,51.5299735,63.4601716,88.59291283
3,LB12,Jan,20.5,8.75,240.5281875,70.88218425,72.25663103,97.38937226
3,LB12,Feb,20.4,8.7,237.787148,69.39778172,71.6283125,96.76105373
3,LB12,Mar,20.45,8.725,239.1557042,70.13801949,71.94247177,97.075213
3,LB12,Apr,20.8,8.9,248.8455541,75.42963961,74.14158662,99.27432785
3,LB12,May,21.2,9.1,260.1552876,81.71282492,76.65486075,101.787602
3,LB12,Jun,21.6,9.3,271.7163486,88.24733764,79.16813487,104.3008761
3,LB12,Jul,22.05,9.525,285.022957,95.89907925,81.99556826,107.1283095
3,LB12,Aug,22.3,9.65,292.5529619,100.2874915,83.56636459,108.6991058
3,LB12,Sep,22.3,9.65,292.5529619,100.2874915,83.56636459,108.6991058
3,LB12,Oct,21.8,9.4,277.5911269,91.60884178,80.42477193,105.5575132
3,LB12,Nov,22.9,9.95,311.0255267,111.2202339,87.33627577,112.469017
3,LB12,Dec,22.8,9.9,307.907496,109.3588403,86.70795724,111.8406985
3,LB13,Jan,13.3,5.15,83.32289115,4.154756284,27.01769682,52.15043805
3,LB13,Feb,13.2,5.1,81.71282492,3.801327111,26.38937829,51.52211952
3,LB13,Mar,13.25,5.125,82.51589454,3.976078202,26.70353756,51.83627878
3,LB13,Apr,13.7,5.35,89.92023573,5.725552611,29.53097094,54.66371217
3,LB13,May,14,5.5,95.03317777,7.068583471,31.41592654,56.54866776
3,LB13,Jun,14.2,5.6,98.52034562,8.042477193,32.6725636,57.80530483
3,LB13,Jul,14.5,5.75,103.8689071,9.621127502,34.55751919,59.69026042
3,LB13,Aug,14.7,5.85,107.5131546,10.75210086,35.81415625,60.94689748
3,LB13,Sep,14.9,5.95,111.2202339,11.94590607,37.07079331,62.20353454
3,LB13,Oct,19.4,8.2,211.24069,55.41769441,65.34512719,90.47786842
3,LB13,Nov,15.1,6.05,114.9901451,13.20254313,38.32743037,63.4601716
3,LB13,Dec,15.1,6.05,114.9901451,13.20254313,38.32743037,63.4601716
3,LB14,Jan,23.1,10.05,317.308712,114.9901451,88.59291283,113.7256541
3,LB14,Feb,22.9,9.95,311.0255267,111.2202339,87.33627577,112.469017
3,LB14,Mar,23.05,10.025,315.7320252,114.0417768,88.27875357,113.4114948
3,LB14,Apr,23.35,10.175,325.2510509,119.7908914,90.16370916,115.2964504
3,LB14,May,23.75,10.375,338.1629967,127.6762889,92.67698328,117.8097245
3,LB14,Jun,24.05,10.525,348.0118897,133.7552707,94.56193887,119.6946801
3,LB14,Jul,24.45,10.725,361.3636585,142.0804913,97.075213,122.2079542
3,LB14,Aug,24.8,10.9,373.2526232,149.5712262,99.27432785,124.4070691
3,LB14,Sep,24.9,10.95,376.6848131,151.7467792,99.90264638,125.0353876
3,LB14,Oct,23.25,10.125,322.0623344,117.8588119,89.53539063,114.6681319
3,LB14,Nov,25.2,11.1,387.0756308,158.3676857,101.787602,126.9203432
3,LB14,Dec,25.1,11.05,383.596317,156.1450089,101.1592834,126.2920247
3,LB15,Jan,19,8,201.0619298,50.26548246,62.83185307,87.9645943
3,LB15,Feb,19.1,8.05,203.5830579,51.5299735,63.4601716,88.59291283
3,LB15,Mar,18.95,7.975,199.8072563,49.63912742,62.51769381,87.65043504
3,LB15,Apr,19.3,8.15,208.672438,54.10607948,64.71680866,89.84954989
3,LB15,May,19.6,8.3,216.4243179,58.08804816,66.60176426,91.73450548
3,LB15,Jun,19.9,8.45,224.3175694,62.21138852,68.48671985,93.61946108
3,LB15,Jul,20.15,8.575,231.0032713,65.75549774,70.05751618,95.1902574
3,LB15,Aug,20.3,8.65,235.0618163,67.92908715,70.99999397,96.1327352
3,LB15,Sep,20.5,8.75,240.5281875,70.88218425,72.25663103,97.38937226
3,LB15,Oct,21.05,9.025,255.8846851,79.327178,75.71238295,100.8451242
3,LB15,Nov,20.7,8.85,246.0573906,73.89811319,73.51326809,98.64600932
3,LB15,Dec,20.6,8.8,243.2849351,72.38229474,72.88494956,98.01769079
3,LB16,Jan,25.8,11.4,408.2813813,172.0336137,105.5575132,130.6902544
3,LB16,Feb,25.4,11.2,394.0813825,162.8601632,103.044239,128.1769803
3,LB16,Mar,25.9,11.45,411.8706509,174.3662463,106.1858317,131.3185729
3,LB16,Apr,26.7,11.85,441.1502944,193.5927933,111.2123799,136.3451212
3,LB16,May,27.1,12.05,456.1671073,203.5830579,113.7256541,138.8583953
3,LB16,Jun,27.05,12.025,454.2762612,202.3205304,113.4114948,138.544236
3,LB16,Jul,27.35,12.175,465.6802425,209.9546005,115.2964504,140.4291916
3,LB16,Aug,27.8,12.4,483.0512864,221.6707776,118.1238838,143.256625
3,LB16,Sep,28.3,12.65,502.7255104,235.0618163,121.2654764,146.3982177
3,LB16,Oct,28,12.5,490.8738521,226.9800692,119.3805208,144.5132621
3,LB16,Nov,28.4,12.7,506.7074791,237.787148,121.893795,147.0265362
3,LB16,Dec,28.3,12.65,502.7255104,235.0618163,121.2654764,146.3982177
3,LB17,Jan,25.2,11.1,387.0756308,158.3676857,101.787602,126.9203432
3,LB17,Feb,25,11,380.1327111,153.93804,100.5309649,125.6637061
3,LB17,Mar,25.25,11.125,388.8211783,159.4849146,102.1017612,127.2345025
3,LB17,Apr,25.85,11.425,410.0740526,173.1979665,105.8716724,131.0044137
3,LB17,May,26.15,11.575,420.9125472,180.26655,107.756628,132.8893692
3,LB17,Jun,26.55,11.775,435.5837849,189.9112394,110.2699021,135.4026434
3,LB17,Jul,27.1,12.05,456.1671073,203.5830579,113.7256541,138.8583953
3,LB17,Aug,27.5,12.25,471.4352476,213.82465,116.2389282,141.3716694
3,LB17,Sep,27.6,12.3,475.2915526,216.4243179,116.8672467,141.9999879
3,LB17,Oct,27.05,12.025,454.2762612,202.3205304,113.4114948,138.544236
3,LB17,Nov,28.1,12.55,494.8086969,229.658277,120.0088394,145.1415806
3,LB17,Dec,28,12.5,490.8738521,226.9800692,119.3805208,144.5132621
4,HB9,Jan,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HB9,Feb,16.45,6.725,142.0804913,23.32828895,46.80973054,71.94247177
4,HB9,Mar,16.425,6.7125,141.5528019,23.11475882,46.65265091,71.78539213
4,HB9,Apr,16.775,6.8875,149.0297924,26.19351962,48.85176576,73.98450699
4,HB9,May,17.05,7.025,155.039561,28.74753628,50.57964172,75.71238295
4,HB9,Jun,17.2,7.1,158.3676857,30.1907054,51.52211952,76.65486075
4,HB9,Jul,17.35,7.175,161.7311533,31.66921744,52.46459731,77.59733854
4,HB9,Aug,17.4,7.2,162.8601632,32.16990877,52.77875658,77.91149781
4,HB9,Sep,17.85,7.425,173.1979665,36.85284532,55.60618997,80.7389312
4,HB9,Oct,18.55,7.775,189.9112394,44.76965881,60.00441968,85.13716091
4,HB9,Nov,17.85,7.425,173.1979665,36.85284532,55.60618997,80.7389312
4,HB9,Dec,17.85,7.425,173.1979665,36.85284532,55.60618997,80.7389312
4,HB10,Jan,15.5,6.25,122.718463,15.90431281,40.8407045,65.97344573
4,HB10,Feb,15.4,6.2,120.7628216,15.20530844,40.21238597,65.34512719
4,HB10,Mar,15.45,6.225,121.7386788,15.55284713,40.52654523,65.65928646
4,HB10,Apr,15.75,6.375,127.6762889,17.72054606,42.41150082,67.54424205
4,HB10,May,15.9,6.45,130.6981084,18.8574099,43.35397862,68.48671985
4,HB10,Jun,16.05,6.525,133.7552707,20.02961666,44.29645642,69.42919764
4,HB10,Jul,16.15,6.575,135.8130139,20.83072279,44.92477495,70.05751618
4,HB10,Aug,16.2,6.6,136.847776,21.23716634,45.23893421,70.37167544
4,HB10,Sep,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HB10,Oct,19.7,8.35,219.0396938,59.44678699,67.23008279,92.36282402
4,HB10,Nov,16.6,6.8,145.2672443,24.6300864,47.75220833,72.88494956
4,HB10,Dec,16.5,6.75,143.1388153,23.75829444,47.1238898,72.25663103
4,HB11,Jan,18.7,7.85,193.5927933,46.56625711,60.94689748,86.07963871
4,HB11,Feb,18.3,7.65,183.8538561,41.85386813,58.43362336,83.56636459
4,HB11,Mar,18.5,7.75,188.6919088,44.17864669,59.69026042,84.82300165
4,HB11,Apr,18.95,7.975,199.8072563,49.63912742,62.51769381,87.65043504
4,HB11,May,19.3,8.15,208.672438,54.10607948,64.71680866,89.84954989
4,HB11,Jun,19.55,8.275,215.1225204,57.41456924,66.28760499,91.42034622
4,HB11,Jul,19.65,8.325,217.7300424,58.76545408,66.91592352,92.04866475
4,HB11,Aug,19.7,8.35,219.0396938,59.44678699,67.23008279,92.36282402
4,HB11,Sep,19.9,8.45,224.3175694,62.21138852,68.48671985,93.61946108
4,HB11,Oct,17.7,7.35,169.7166891,35.25652355,54.66371217,79.7964534
4,HB11,Nov,20.1,8.55,229.658277,65.03882191,69.74335691,94.87609814
4,HB11,Dec,20.1,8.55,229.658277,65.03882191,69.74335691,94.87609814
4,HB12,Jan,17.7,7.35,169.7166891,35.25652355,54.66371217,79.7964534
4,HB12,Feb,17.5,7.25,165.1299639,33.1830724,53.40707511,78.53981634
4,HB12,Mar,17.55,7.275,166.2707547,33.69554471,53.72123438,78.85397561
4,HB12,Apr,17.8,7.4,172.0336137,36.31681108,55.2920307,80.42477193
4,HB12,May,17.95,7.475,175.538453,37.93669479,56.2345085,81.36724973
4,HB12,Jun,18.1,7.55,179.0786352,39.59192142,57.1769863,82.30972752
4,HB12,Jul,18.1,7.55,179.0786352,39.59192142,57.1769863,82.30972752
4,HB12,Aug,18,7.5,176.7145868,38.48451001,56.54866776,81.68140899
4,HB12,Sep,18.4,7.7,186.2650284,43.00840343,59.06194189,84.19468312
4,HB12,Oct,21.95,9.475,282.038444,94.17120329,81.36724973,106.499991
4,HB12,Nov,18.4,7.7,186.2650284,43.00840343,59.06194189,84.19468312
4,HB12,Dec,18.4,7.7,186.2650284,43.00840343,59.06194189,84.19468312
4,HB13,Jan,15.2,6.1,116.8986626,13.8544236,38.9557489,64.08849013
4,HB13,Feb,15.1,6.05,114.9901451,13.20254313,38.32743037,63.4601716
4,HB13,Mar,15.05,6.025,114.0417768,12.88249338,38.01327111,63.14601234
4,HB13,Apr,15.4,6.2,120.7628216,15.20530844,40.21238597,65.34512719
4,HB13,May,15.65,6.325,125.6813776,16.98227179,41.78318229,66.91592352
4,HB13,Jun,15.9,6.45,130.6981084,18.8574099,43.35397862,68.48671985
4,HB13,Jul,16,6.5,132.7322896,19.63495408,43.98229715,69.11503838
4,HB13,Aug,15.9,6.45,130.6981084,18.8574099,43.35397862,68.48671985
