Index,Date,DOY,Time,VPD,PAR,HCOS1,HCON1,HCON2,HCIS9,HCON3,HCOS4,HCON5,HCOS6,HCON6,HCOS7,HCON8,HCOS8,HCIN8,HCON9,HCOS2,HCON4,LOON10,LOOS10,LOIN10,LOIS10,LOON11,LOOS11,LOON17,LOOS17,LOON15,LOOS15,LOON14,LOOS14,LOON12,LOOS12,LOON16,LOON13
1,9/1/2017,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9/1/2017,244,15,0,0,0,0,0,5.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042053445,0,0,0,0,0,0.013563948,0,0,0,0.238061516,0,0
3,9/1/2017,244,30,0,0,0,0,0,0.000133818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074635503,0,0,0,0,0,0.031901196,0,0,0,0.449991688,0,0
4,9/1/2017,244,45,0,0,0,0,0,0.000221052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17984814,0,0,0,0,0,0,0,0,0,0.389274731,0,0
5,9/1/2017,244,100,0,0,0,0,0,0.000315426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101493348,0,0,0,0,0,0,0,0,0,0.391282846,0,0
6,9/1/2017,244,115,0,0,0,0,0,0.015974305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092860266,0,0,0,0,0,0,0,0,0,0.273246919,0,0
7,9/1/2017,244,130,0,0,0,0,0,0.047786797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212716685,0,0,0,0,0,0,0,0,0,0.218352213,0,0
8,9/1/2017,244,145,0,0,0,0,0,0.097602629,0,0,0,0,0,0.031207738,0,0,0,0,0,0,0,0,0,0.095425789,0,0,0,0,0,0,0,0,0,0.079756136,0,0
9,9/1/2017,244,200,0,0,0,0,0,0.072259962,0.038330587,0,0,0,0,0.107275966,0,0,0,0,0,0,0,0,0,0.09671537,0,0,0,0,0,0,0,0,0,0,0,0
10,9/1/2017,244,215,0,0,0.069073069,0.01029131,0,0.021617187,0.350490562,0,0,0,0.032584924,0.218540838,0,0,0,0.092405297,0,0,0,0,0.059905261,0.166289666,0,0.476000703,0,0,0,0,0,0,0,0,0,0
11,9/1/2017,244,230,0,0,0.276205347,0.267548691,0.161493943,0,0.755183228,0.049005297,0.19864499,0.299883824,0.256734346,0.416745906,0.009857654,0.166148868,0,0.190156202,0,0.001296431,0,0,0.142921989,0.02718485,0,1.442215908,0,0.247406237,0,0,0,0.229288096,0.797458044,0,0,0
12,9/1/2017,244,245,0,0,0.296023118,0.360114625,0.202906379,0,0.875569951,0.09820915,0.223054428,0.362908588,0.266196412,0.335611694,0.101664507,0.29189677,0,0.333038406,0,0.064753358,0.013665861,0,0.206624489,0,0,1.700870504,0.214778638,0.401166082,0,0,0.037109625,0.467594168,1.14685255,0,0,0.048849279
13,9/1/2017,244,300,0,0,0.252329794,0.433692013,0.246128828,0,0.848666385,0.125585931,0.285035964,0.340613162,0.308725484,0.29680307,0.149005238,0.446188628,0,0.453440211,0,0.114695571,0.013882699,0,0.218459995,0,0.083936027,1.552419601,0.23600021,0.414870869,0,0,0.087912996,0.620993109,1.311910292,0,0,0.12114808
14,9/1/2017,244,315,0,0,0.190178081,0.396329168,0.290996027,0,0.730828227,0.069554631,0.303686993,0.468475014,0.236952918,0.22144141,0.145273024,0.287218631,0.031323115,0.505799447,0.096511131,0.107897247,0.019120544,0,0.114791091,0,0.090536335,0.805310391,0.196969872,0.359419234,0.048212617,0,0.11804757,0.565901603,1.093752869,0,0,0.120581405
15,9/1/2017,244,330,0,0,0.052557188,0.197758609,0.121264692,0,0.498029697,0.016843241,0.136747092,0.296774528,0.222576601,0.144017689,0.103394679,0.094258365,0.026454664,0.412643163,0.085018247,0.094772621,0,0,0.04062401,0,0.048155123,0.624874689,0.166460361,0.313779453,0.100914142,0,0.046997879,0.416238983,0.740529648,0,0,0.072278208
16,9/1/2017,244,345,0,0,0.014404244,0.139532878,0.077150906,0.001603686,0.354174984,0,0.083527117,0.195539322,0.185467657,0.092432049,0.070214625,0.05787551,0.033590286,0.473195404,0.051062455,0.088215969,0,0,0.005804675,0,0,0.370322666,0.130110457,0.245403372,0.070821251,0,0.033836979,0.320633586,0.706344723,0,0,0.07826809
17,9/1/2017,244,400,0,0,0.000299706,0.097544718,0.042356945,0.001736304,0.339363934,0,0.051987139,0.131627993,0.087632921,0.045983367,0.039806726,0.01651427,0.0172183,0.45246177,0.021057575,0.069554631,0,0,0,0,0,0.205256457,0.089201976,0.058197704,0.042991649,0,0.008069283,0.298811787,0.662609172,0,0,0.058537771
18,9/1/2017,244,415,0,0,0,0.048023276,0.016589269,0.001870852,0.309506808,0,0.019225805,0.113236787,0.018712765,0.035796976,0.013454192,0,0.007972171,0.12408986,0,0.057532673,0,0,0,0,0,0.182857974,0.02982332,0,0.018315673,0,0,0.185872778,0.203584276,0,0,0
19,9/1/2017,244,430,0,0,0,0,0,0.002007241,0.287611086,0,0,0,0.010220224,0.031117363,0,0,0,0.143345142,0,0.040483215,0,0,0,0,0,0.175114086,0,0,0,0,0,0.190055566,0.492112645,0,0,0
20,9/1/2017,244,445,0,0,0,0.07291737,0,0,0.266019312,0,0,0,8.53E-05,0.017099326,0,0,0,0.373950791,0,0.024712921,0,0,0,0,0,0.318877672,0,0,0,0,0,0.186247553,0.563700957,0,0,0
21,9/1/2017,244,500,0,0,0,0,0,0,0.281306251,0,0,0.00769847,0.007366864,0.00890837,0,0,0,0.362819672,0,0.024510187,0,0,0.000165854,0,0,0.512537353,0,0.099311957,0,0,0,0.371359304,0.666759652,0,0,0.017048664
22,9/1/2017,244,515,0,0,0,0.124158524,0.122101698,0,0.397213268,0,0,0,0,0.005408963,0,8.07E-05,0,0.395365116,0.060405918,0.010530791,0,0,1.00E-04,0,0,0.556466333,0,0.08442045,0,0,0.004092647,0.518605155,1.180292505,0,0,0.016628593
23,9/1/2017,244,530,0,0,0,0.164708045,0.171738027,0,0.454315994,0,0.043741008,0,0.038771678,0.00230472,0,0,0,0.357960227,0.148946721,0.002770769,0.002800878,0,4.28E-05,0,0,0.546794232,0,0.18801875,0,0,0,0.613625198,1.288812273,0,0,0.007084029
24,9/1/2017,244,545,0,0,0.002853717,0.172897827,0.184218493,0,0.49624795,0.005868625,0.090673402,0.070051331,0.088704923,0,0,0.024150218,0.006873163,0.399274252,0.143021533,0,0,0,0,0,0,0.537207302,0.162215654,0.381306626,0.1744465,0,0.002719605,0.61902672,1.469591435,0,0,0
25,9/1/2017,244,600,0,1000,0,0.251905349,0.177119708,0,0.480370672,0,0.110811994,0.157535388,0.076840703,0,0.055303221,0,0,0.441520222,0.130509918,0,0,0.00180526,0,0,0.015274832,0.527599379,0.081413577,0.353235999,0.188097349,0,0.05162717,0.614224928,1.559625347,0,0.025451939,0.021368679
26,9/1/2017,244,615,0,1000,0,0.238997508,0.170078209,0,0.352592253,0,0.075977806,0.077908931,0.059180351,0,0.040303263,0,0,0.299707484,0.124724268,0,0,0.004238551,0,0,0.002079195,0.518024178,0.002793742,0.342498391,0.216391429,0,0.051685419,0.60943017,1.507316766,0,0.071829601,0.062608073
